;segment;time;altitude_m;mach_number;velocity_m_s;pressure_Pa;density_kg_m3;temperature_C;lift_coefficient;drag_coefficient;angle_of_attack_rad;flight_path_angle_rad;mass_kg;mass_flow_kg_s;CG_m;CG_percent;combustion_engine_throttle;battery_energy;battery_voltage;battery_voltage_under_load;battery_voltage_open_circuit;state_of_charge;rpm;etap;propeller_rpm;propeller_torque;propeller_motor_torque;propeller_power_coefficient;power_turboshaft;propeller_tip_mach;motor_torque;gas_turbine_p3;gas_turbine_t3;gas_turbine_far;disc_loading;power_loading;thrust_propeller;co_emissions_index;co2_emissions_index;nox_emissions_index;co_emissions_total;co2_emissions_total;nox_emissions_total;l_over_d;weight;lift;drag;electric_throttle;power
39;descent_5;2767,89445;4572;0,325316914;104,8437778;57206,73029;0,771086546;258,4533111;0,731948332;0,049389505;0,074199863;0,011521916;17510,35451;0,062738178;9,513117221;19,11310243;0,15;0;0;0;0;0;1200;0,4;1200;497,0614795;497,0614795;0,010801004;124925,1754;0,766189861;497,0614795;4,391465307;533,559153;0,01;3,088864669;0,025827594;806,6291892;6,634557001;3160;6,05886008;0,958457117;1536,690188;6,52958169;14,81991647;171776,5778;171093,9849;11544,86837;0;124925,1754
40;descent_6;2767,89445;4572;0,315260503;101,6027778;57206,73029;0,771086546;258,4533111;0,77935896;0,052458726;0,081409127;0,019009121;17510,35451;0,06255473;9,513117221;19,11310243;0,15;0;0;0;0;0;1200;0,4;1200;485,5402563;485,5402563;0,010550651;122029,5762;0,766189861;485,5402563;4,378966625;533,098713;0,01;3,162061698;0,02706701;825,7439342;6,660437914;3160;6,06238943;0,958457117;1536,690188;6,52958169;14,85661256;171776,5778;171087,2673;11515,90018;0;122029,5762
41;descent_6;2792,125717;4418,552355;0,314654792;101,6027778;58374,97299;0,783812644;259,4493148;0,766700008;0,051612694;0,079577806;0,017444897;17508,82676;0,064139053;9,513030636;19,10933576;0,15;0;0;0;0;0;1200;0,4;1200;525,7336739;525,7336739;0,01123856;132131,2838;0,764717779;525,7336739;4,470064065;535,0372981;0,01;3,343657789;0,026433289;873,1661178;6,607727285;3160;6,070407023;0,968623903;1541,517905;6,538843423;14,85487299;171761,5905;171086,1147;11517,17116;0;132131,2838
42;descent_6;2840,588252;4114,208046;0,313463612;101,6027778;60749,37768;0,809530047;261,424906;0,74221592;0,050011007;0,076037539;0,014349464;17505,63865;0,067074767;9,512849901;19,10147341;0,15;0;0;0;0;0;1200;0,4;1200;598,0475859;598,0475859;0,012378268;150305,7522;0,761822808;598,0475859;4,646075997;538,576452;0,01;3,672221379;0,025520448;958,9675403;6,513179916;3160;6,101430251;0,989503006;1551,592317;6,558246719;14,84105115;171730,3152;171056,771;11525,92018;0;150305,7522
43;descent_6;2864,819519;3962,4;0,31287444;101,6027778;61962,71662;0,822597704;262,4104086;0,730308549;0,049243899;0,074316591;0,012572762;17504,00419;0,067741475;9,512757217;19,09744146;0,15;0;0;0;0;0;1200;0,4;1200;597,3725952;597,3725952;0,01216788;150136,1085;0,76039092;597,3725952;4,69512428;539,2698023;0,01;3,661570296;0,02547518;956,1861058;6,51302565;3160;6,116787911;1,000144361;1556,757219;6,568231822;14,83043707;171714,2811;171029,4537;11532,32726;0;150136,1085
44;descent_7;2864,819519;3962,4;0,303210976;98,46466667;61962,71662;0,822597704;262,4104086;0,777619663;0,05230113;0,081509034;0,020080628;17504,00419;0,067578483;9,512757217;19,09744146;0,15;0;0;0;0;0;1200;0,4;1200;586,3015558;586,3015558;0,011942374;147353,6528;0,76039092;586,3015558;4,682699827;538,8785701;0,01;3,759755022;0,026652238;981,8261626;6,534518827;3160;6,116043099;1,000144361;1556,757219;6,568231822;14,86812343;171714,2811;171033,595;11503,37471;0;147353,6528
45;descent_7;2890,098885;3809,556183;0,302639319;98,46466667;63204,14382;0,835917581;263,4026825;0,765234065;0,051468888;0,0797102;0,018260345;17502,28662;0,068257997;9,512659802;19,0932037;0,15;0;0;0;0;0;1200;0,4;1200;585,6466309;585,6466309;0,011738952;147189,0523;0,75895732;585,6466309;4,737652872;539,5886078;0,01;3,748133146;0,026599566;978,7912144;6,540197442;3160;6,13435912;1,011357505;1562,184738;6,578755653;14,86789574;171697,4317;171034,7873;11503,63106;0;147189,0523
46;descent_7;2940,657618;3504,427762;0,301507618;98,46466667;65742,89411;0,863003595;265,3837423;0,741221855;0,04989771;0,076224701;0,015101157;17498,77939;0,070802374;9,512460823;19,08454771;0,15;0;0;0;0;0;1200;0,4;1200;640,1961106;640,1961106;0,012429611;160898,8318;0,756119248;640,1961106;4,907147581;542,602867;0,01;4,00493142;0,026000233;1045,851771;6,467486344;3160;6,185019834;1,034217959;1573,267577;6,600350609;14,8548272;171663,0258;171035,9951;11513,83269;0;160898,8318
47;descent_7;2965,936984;3352,8;0,300949903;98,46466667;67034,92642;0,876711612;266,3682628;0,729632034;0,049159668;0,074543249;0,013781138;17496,96534;0,072798217;9,512357874;19,0800692;0,15;0;0;0;0;0;1200;0,4;1200;697,1888248;697,1888248;0,013324496;175222,6632;0,754720613;697,1888248;5,018666419;545,019784;0,01;4,282081056;0,025526992;1118,226902;6,369769092;3160;6,220876068;1,045866891;1578,999974;6,611602297;14,84208631;171645,23;171035,9286;11523,71204;0;175222,6632
48;descent_8;2965,936984;3352,8;0,291830209;95,48088889;67034,92642;0,876711612;266,3682628;0,775732998;0,052135225;0,081551847;0,021136782;17496,96534;0,072677972;9,512357874;19,0800692;0,15;0;0;0;0;0;1200;0,4;1200;687,8290261;687,8290261;0,013145614;172870,2892;0,754720613;687,8290261;5,007600567;544,6636009;0,01;4,389818604;0,026525358;1146,361593;6,39131769;3160;6,217822201;1,045866891;1578,999974;6,611602297;14,87924908;171645,23;170988,8532;11491,76631;0;172870,2892
