;segment;time;altitude_m;mach_number;velocity_m_s;pressure_Pa;density_kg_m3;temperature_C;lift_coefficient;drag_coefficient;angle_of_attack_rad;flight_path_angle_rad;mass_kg;mass_flow_kg_s;CG_m;CG_percent;combustion_engine_throttle;battery_energy;battery_voltage;battery_voltage_under_load;battery_voltage_open_circuit;state_of_charge;rpm;etap;propeller_rpm;propeller_torque;propeller_motor_torque;propeller_power_coefficient;power_turboshaft;propeller_tip_mach;motor_torque;gas_turbine_p3;gas_turbine_t3;gas_turbine_far;disc_loading;power_loading;thrust_propeller;co_emissions_index;co2_emissions_index;nox_emissions_index;co_emissions_total;co2_emissions_total;nox_emissions_total;l_over_d;weight;lift;drag;electric_throttle;power
49;descent_8;2992,415186;3199,680764;0,291287083;95,48088889;68360,52007;0,890723561;267,362515;0,763567771;0,051319101;0,079778807;0,019336472;17495,04478;0,073331461;9,512248857;19,07532673;0,15;0;0;0;0;0;1200;0,4;1200;687,2067885;687,2067885;0,012927115;172713,9039;0,753316001;687,2067885;5,064863466;545,3610424;0,01;4,377166097;0,026472854;1143,057504;6,394039548;3160;6,241536312;1,058211275;1585,068936;6,623547492;14,87882197;171626,3893;170997,3203;11492,66525;0;172713,9039
50;descent_8;3045,37159;2895,209737;0,290215973;95,48088889;71059,68495;0,919096327;269,3396848;0,739905899;0,049772898;0,076331947;0,016182716;17491,09084;0,075821448;9,512024343;19,0655599;0,15;0;0;0;0;0;1200;0,4;1200;735,3774763;735,3774763;0,013406222;184820,5182;0,750545935;735,3774763;5,230829107;548,2156801;0,01;4,607493653;0,026040517;1203,205471;6,311832803;3160;6,310270594;1,083304919;1597,563405;6,648371718;14,8656384;171587,6011;170976,4499;11501,45357;0;184820,5182
51;descent_8;3071,849792;2743,2;0,289685578;95,48088889;72439,29491;0,93351885;270,3268742;0,728355797;0,049030634;0,074650246;0,014452027;17489,07138;0,076671734;9,511909635;19,06056985;0,15;0;0;0;0;0;1200;0,4;1200;735,3774763;735,3774763;0,013199101;184820,5182;0,749174246;735,3774763;5,285635224;549,0101891;0,01;4,601476785;0,026006511;1201,63422;6,297590526;3160;6,335140592;1,096034086;1603,944877;6,661141161;14,85511676;171567,7903;170948,5605;11507,72244;0;184820,5182
52;descent_9;3071,849792;2743,2;0,280945065;92,6;72439,29491;0,93351885;270,3268742;0,774451744;0,052001806;0,081655681;0,021864112;17489,07138;0,076753954;9,511909635;19,06056985;0,15;0;0;0;0;0;1200;0,4;1200;735,3774763;735,3774763;0,013199101;184820,5182;0,749174246;735,3774763;5,284761173;548,922784;0,01;4,763472419;0,026922074;1243,937921;6,305353903;3160;6,334845287;1,096034086;1603,944877;6,661141161;14,89278548;171567,7903;170964,2461;11479,66889;0;184820,5182
53;descent_9;3099,402303;2591,318954;0,280433891;92,6;73839,38568;0,94810215;271,3132749;0,76242678;0,051197721;0,079897221;0,020137569;17486,93577;0,077406751;9,5117883;19,0552915;0,15;0;0;0;0;0;1200;0,4;1200;735,3774763;735,3774763;0,012996078;184820,5182;0,747811138;735,3774763;5,346189436;549,681032;0,01;4,783067032;0,027032818;1249,054878;6,30167496;3160;6,363450984;1,109424658;1610,693427;6,674736237;14,8918109;171546,8399;170938,9827;11478,7237;0;184820,5182
54;descent_9;3154,507325;2285,871413;0,279414189;92,6;76721,68175;0,977959991;273,2971649;0,739105747;0,049667491;0,076489092;0,016627255;17482,63969;0,079025202;9,511544128;19,0446695;0,15;0;0;0;0;0;1200;0,4;1200;735,3774763;735,3774763;0,012599298;184820,5182;0,745091978;735,3774763;5,462987825;551,1872211;0,01;4,749756435;0,026844554;1240,356116;6,285176072;3160;6,419428691;1,136537597;1624,269034;6,702160351;14,8810767;171504,6953;170928,9041;11486,3264;0;184820,5182
55;descent_9;3182,059835;2133,6;0,278909949;92,6;78192,31283;0,993111781;274,2862429;0,727885792;0,048954032;0,0748504;0,015318854;17480,43718;0,080978907;9,5114189;19,0392218;0,15;0;0;0;0;0;1200;0,4;1200;787,592761;787,592761;0,013288033;197943,6506;0,743747362;787,592761;5,582349351;553,3570987;0,01;5,009128248;0,026433558;1308,088729;6,200505967;3160;6,48134443;1,150295793;1631,228952;6,716363893;14,86876082;171483,0888;170942,1718;11496,7329;0;197943,6506
56;descent_10;3182,059835;2133,6;0,268063451;88,99888889;78192,31283;0,993111781;274,2862429;0,787882304;0,052850579;0,08397134;0,024856873;17480,43718;0,080847652;9,5114189;19,0392218;0,15;0;0;0;0;0;1200;0,4;1200;775,166367;775,166367;0,013078379;194820,5571;0,743747362;775,166367;5,565924654;552,9302115;0,01;5,165768098;0,027697155;1348,993814;6,225344419;3160;6,472028335;1,150295793;1631,228952;6,716363893;14,90773275;171483,0888;170920,6427;11465,23389;0;194820,5571
57;descent_10;3226,071682;1903,752793;0,267336823;88,99888889;80455,46623;1,016323543;275,7793034;0,769742589;0,05163156;0,081307477;0,022682695;17476,81187;0,083201235;9,511212706;19,03025193;0,15;0;0;0;0;0;1200;0,4;1200;836,1696092;836,1696092;0,013785405;210152,3441;0,741731317;836,1696092;5,733289257;555,6504896;0,01;5,481405562;0,027245372;1431,419696;6,13376821;3160;6,563891763;1,172611651;1642,684957;6,740045507;14,90837352;171447,5244;170888,3825;11462,57721;0;210152,3441
58;descent_10;3314,095376;1446,411583;0,265908256;88,99888889;85116,93998;1,0637474;278,7504587;0,735216158;0,049373012;0,076241969;0,018066531;17469,3265;0,086992942;9,510786696;19,01171962;0,15;0;0;0;0;0;1200;0,4;1200;903,0616726;903,0616726;0,014224468;226964,1533;0,737767731;903,0616726;6,002957378;559,7675309;0,01;5,823808013;0,026803087;1520,835012;5,999557217;3160;6,72546702;1,218060737;1666,338701;6,789757164;14,89105348;171374,093;170839,6181;11472,63478;0;226964,1533
59;descent_10;3358,107223;1219,2;0,265206918;88,99888889;87513,02812;1,087930805;280,2267163;0,718797527;0,04833324;0,073835201;0,015938598;17465,45087;0,08915453;9,510565982;19,00211805;0,15;0;0;0;0;0;1200;0,4;1200;949,2339247;949,2339247;0,014619385;238568,5059;0,735821854;949,2339247;6,151041384;562,1364484;0,01;6,064212208;0,026551944;1583,614402;5,908967936;3160;6,823358536;1,241141215;1678,585717;6,816009791;14,87170173;171336,073;170821,6395;11486,35459;0;238568,5059
60;descent_11;3358,107223;1219,2;0,25600899;85,91222222;87513,02812;1,087930805;280,2267163;0,768033344;0,090096051;0,081327589;0,028967711;17465,45087;0,141683701;9,510565982;19,00211805;0,381964895;0;0;0;0;0;1200;0,81;1200;4044,18843;4044,18843;0,06228554;1016415,413;0,735821854;4044,18843;8,985853142;619,3772481;0,01;42,22905563;0,043398545;11027,73755;3,205272435;3160;10,29248804;1,241141215;1678,585717;6,816009791;8,524606036;171336,073;170081,5176;19951,83319;0;1016415,413
61;descent_11;3400,475409;1028,7;0,255445437;85,91222222;89563,93637;1,108530382;281,4645295;0,753582958;0,089231051;0,07920034;0,026840463;17459,39706;0,14414349;9,510221026;18,98711173;0,381102661;0;0;0;0;0;1200;0,81;1200;4115,448213;4115,448213;0,062205196;1034324,95;0,734202087;4115,448213;9,151732328;621,1111805;0,01;42,93313706;0,043358142;11211,60208;3,169818793;3160;10,46243342;1,260436801;1697,71574;6,878836991;8,445299606;171276,6852;170041,3102;20134,43195;0;1034324,95
62;descent_11;3485,211779;647,7;0,254329306;85,91222222;93782,93632;1,150627556;283,940378;0,725651899;0,087607115;0,07509166;0,022731783;17446,96682;0,149265437;9,509511979;18,95626668;0,379660447;0;0;0;0;0;1200;0,81;1200;4261,755064;4261,755064;0,062059867;1071095,872;0,730994102;4261,755064;9,491414097;624,6440613;0,01;44,41555346;0,043315345;11598,72177;3,097608398;3160;10,81197311;1,299389805;1736,995315;7,011055828;8,283024711;171154,7445;169956,931;20518,70385;0;1071095,872
63;descent_11;3527,579965;457,2;0,25377665;85,91222222;95952,1631;1,172131188;285,1784132;0,712154255;0,086844978;0,073107529;0,020747651;17440,5875;0,151877309;9,509147697;18,94041964;0,379197861;0;0;0;0;0;1200;0,81;1200;4338,371116;4338,371116;0,06201655;1090351,586;0,729405656;4338,371116;9,665920686;626,4558439;0,01;45,19369697;0,043295858;11801,92694;3,060552851;3160;10,99251827;1,319032203;1757,153954;7,080604459;8,200292918;171092,1634;169912,7889;20720,33165;0;1090351,586
64;descent_12;3527,579965;457,2;0,182354479;61,73333333;95952,1631;1,172131188;285,1784132;1,37408232;0,141187457;0,175737878;0,123378;17440,5875;0,116763663;9,509147697;18,94041964;0,241256474;0;0;0;0;0;1200;0,81;1200;2252,427238;2252,427238;0,032198206;566096,7091;0,729405656;2252,427238;7,894831257;593,8023137;0,01;32,83772131;0,060592298;8575,275174;4,389338064;3160;8,542130241;1,319032203;1757,153954;7,080604459;9,732325743;171092,1634;169275,5746;17393,12668;0;566096,7091
65;descent_12;3562,957399;342,9;0,182117436;61,73333333;97273,14245;1,185180732;285,92127;1,35886152;0,139512332;0,173352512;0,120992634;17436,44289;0,117444856;9,508910882;18,9301177;0,240953636;0;0;0;0;0;1200;0,81;1200;2247,570436;2247,570436;0,031775022;564876,0615;0,7284575;2247,570436;7,950325552;594,1933845;0,01;32,77254691;0,060602713;8558,255467;4,390006108;3160;8,583122556;1,337222002;1770,25091;7,116091982;9,740081749;171051,5048;169264,1973;17378,10849;0;564876,0615
66;descent_12;3633,712269;114,3;0,181646085;61,73333333;99959,43431;1,211614474;287,4070633;1,329013831;0,136284023;0,168683361;0,116323484;17428,08738;0,118779949;9,508433122;18,90933412;0,236175029;0;0;0;0;0;1200;0,81;1200;2237,986204;2237,986204;0,030949246;562467,2813;0,726572126;2237,986204;8,065548313;595,0614391;0,01;32,66899258;0,060669934;8531,213187;4,386402925;3160;8,670957117;1,373896439;1796,654325;7,188171317;9,751794833;170969,5372;169238,5425;17354,60451;0;562467,2813
67;descent_12;3669,089704;0;0,181411765;61,73333333;101325;1,225;288,15;1,314380901;0,134728695;0,166398442;0,114038564;17423,87193;0,119543947;9,508191913;18,89884099;0,232211917;0;0;0;0;0;1200;0,81;1200;2235,138395;2235,138395;0,030572113;561751,549;0,725634861;2235,138395;8,122825455;595,5495188;0,01;32,63045125;0,060675567;8521,148466;4,379936731;3160;8,717295153;1,392374551;1809,975161;7,224820577;9,755760618;170928,1836;169224,2709;17346,08684;0;561751,549
68;reserve_climb_1;3669,089704;0;0,241882353;82,31111111;101325;1,225;288,15;0,726530232;0,052693084;0,075488613;0,21594534;17423,87193;0,283841768;9,508191913;18,89884099;0,9;0;0;0;0;0;1200;0,875;1200;11996,96056;11996,96056;0,164093836;3015165,052;0,725634861;11996,96056;15,08436471;694,6515255;0,02;138,1794665;0,047870445;36084,32319;2,004457516;3160;17,02247968;1,392374551;1809,975161;7,224820577;13,78796191;170928,1836;166292,4667;12060,6996;0;3015165,052
69;reserve_climb_1;3679,165497;115,408858;0,242197816;82,31111111;99946,26017;1,21148517;287,399856;0,734650723;0,053235373;0,076686503;0,216101024;17421,02546;0,28181308;9,508028971;18,89175267;0,9;0;0;0;0;0;1200;0,875;1200;11930,3859;11930,3859;0,165003636;2998433,015;0,726581236;11930,3859;14,96260784;693,9148306;0,02;137,4577504;0,04788615;35895,85354;1,998520404;3160;16,93934836;1,39807328;1818,970009;7,273129921;13,80004844;170900,2597;166296,0023;12050,39265;0;2998433,015
70;reserve_climb_1;3699,317084;344,4288013;0,242827468;82,31111111;97255,37695;1,185005457;285,9113338;0,750416303;0,054304639;0,079012582;0,216286387;17415,38432;0,277729185;9,507705895;18,87769818;0,9;0;0;0;0;0;1200;0,875;1200;11791,03696;11791,03696;0,166720412;2963410,806;0,728470158;11791,03696;14,71519672;692,4148631;0,02;135,9529;0,047921639;35502,87542;1,986853173;3160;16,76873851;1,409312725;1836,796007;7,368237086;13,81864077;170844,9202;166151,9364;12023,75394;0;2963410,806
71;reserve_climb_1;3709,392877;457,2;0,243139306;82,31111111;95952,1631;1,172131188;285,1784132;0,758108501;0,054818197;0,080147787;0,215584883;17412,59957;0,274948865;9,507546331;18,87075683;0,9;0;0;0;0;0;1200;0,875;1200;11677,02002;11677,02002;0,16692175;2934755,224;0,729405656;11677,02002;14,56582123;691,3557384;0,02;134,6853716;0,047938406;35171,87178;1,98233454;3160;16,65861194;1,414839127;1845,595812;7,414784749;13,8295046;170817,6018;166031,4592;12005,59702;0;2934755,224
72;reserve_climb_2;3709,392877;457,2;0,25377665;85,91222222;95952,1631;1,172131188;285,1784132;0,698448604;0,050611379;0,071081668;0,198740285;17412,59957;0,275247559;9,507546331;18,87075683;0,9;0;0;0;0;0;1200;0,875;1200;11707,47498;11707,47498;0,1673571;2942409,391;0,729405656;11707,47498;14,5886863;691,6457921;0,02;129,8042507;0,04608089;33897,21103;1,98109461;3160;16,68061436;1,414839127;1845,595812;7,414784749;13,80022856;170817,6018;166642,7595;12075,36229;0;2942409,391
73;reserve_climb_2;3727,41032;650,7724367;0,254338249;85,91222222;93748,27981;1,150283241;283,9204112;0,71213791;0,051473529;0,073093001;0,198075413;17407,69521;0,271001265;9,507265192;18,85852666;0,9;0;0;0;0;0;1200;0,875;1200;11537,18711;11537,18711;0,168055321;2899611,381;0,731019805;11537,18711;14,34610298;690,0279146;0,02;127,9675694;0,046099389;33417,57824;1,972588866;3160;16,50432972;1,424538506;1861,093589;7,496014734;13,83503185;170769,49;166741,8715;12052,14945;0;2899611,381
74;reserve_climb_2;3763,445205;1032,59449;0,255456921;85,91222222;89521,62127;1,108106278;281,4392235;0,738722098;0,053238342;0,077000288;0,198959124;17398,03265;0,264982925;9,506710827;18,83441062;0,9;0;0;0;0;0;1200;0,875;1200;11329,88387;11329,88387;0,171317279;2847510,394;0,734235095;11329,88387;13,95744296;687,8457407;0,02;125,8148675;0,046153186;32855,41953;1,953382483;3160;16,23457093;1,443504904;1891,627288;7,654236112;13,87575317;170674,7003;166624,2776;12008,3051;0;2847510,394
75;reserve_climb_2;3781,462647;1219,2;0,25600899;85,91222222;87513,02812;1,087930805;280,2267163;0,751742747;0,054107646;0,078914919;0,198560009;17393,29094;0,261287099;9,506438559;18,82256637;0,9;0;0;0;0;0;1200;0,875;1200;11176,78221;11176,78221;0,17213637;2809031,75;0,735821854;11176,78221;13,73908525;686,5270274;0,02;124,2043561;0,046186518;32434,84898;1,944408593;3160;16,07716068;1,45274589;1906,611083;7,730849754;13,89346619;170628,1841;166473,9536;11982,17575;0;2809031,75
76;reserve_climb_3;3781,462647;1219,2;0,265206918;88,99888889;87513,02812;1,087930805;280,2267163;0,702581882;0,050676087;0,071443674;0,185140281;17393,29094;0,261527049;9,506438559;18,82256637;0,9;0;0;0;0;0;1200;0,875;1200;11201,37016;11201,37016;0,172515055;2815211,377;0,735821854;11201,37016;13,7580943;686,759735;0,02;120,5005247;0,044710855;31467,62676;1,943216257;3160;16,09591308;1,45274589;1906,611083;7,730849754;13,86416987;170628,1841;166968,0049;12043,13034;0;2815211,377
77;reserve_climb_3;3805,266051;1457,237297;0,26594181;88,99888889;85004,12036;1,062605558;278,6801236;0,719064734;0,051723711;0,073857818;0,184509498;17387,11716;0,256443521;9,506083838;18,80713526;0,9;0;0;0;0;0;1200;0,875;1200;10994,56741;10994,56741;0,173365704;2763236,176;0,737860826;10994,56741;13,47326024;684,8126056;0,02;118,3659883;0,044744944;30910,2118;1,935695764;3160;15,87884195;1,464704185;1926,120241;7,829639332;13,90203291;170567,6193;166907,2149;12005,9574;0;2763236,176
78;reserve_climb_3;3852,87286;1912,524093;0,267364444;88,99888889;80368,1358;1,015430174;275,7223241;0,7522829;0,053905783;0,078727248;0,184010054;17375,13338;0,247754441;9,505394579;18,77715102;0,9;0;0;0;0;0;1200;0,875;1200;10635,78203;10635,78203;0,175499745;2673063,576;0,741807954;10635,78203;12,96413919;681,4966616;0,02;114,6707103;0,044810342;29945,22323;1,920782738;3160;15,4912381;1,487827449;1963,988986;8,017456454;13,95551393;170450,0584;166865,3992;11956,95121;0;2673063,576
79;reserve_climb_3;3876,676264;2133,6;0,268063451;88,99888889;78192,31283;0,993111781;274,2862429;0,7691253;0,055071298;0,081198275;0,185159707;17369,26984;0,245096962;9,505056985;18,76246497;0,9;0;0;0;0;0;1200;0,875;1200;10540,70486;10540,70486;0,17783967;2649168,076;0,743747362;10540,70486;12,77293325;680,6752518;0,02;113,7671902;0,044858274;29709,27711;1,907584236;3160;15,36270028;1,499053283;1982,517771;8,107890927;13,96599187;170392,5371;166851,5588;11946,98954;0;2649168,076
80;reserve_climb_4;3876,676264;2133,6;0,278909949;92,6;78192,31283;0,993111781;274,2862429;0,711713938;0,051052283;0,072471828;0,170522198;17369,26984;0,245399969;9,505056985;18,76246497;0,9;0;0;0;0;0;1200;0,875;1200;10569,69978;10569,69978;0,178328864;2656455,294;0,743747362;10569,69978;12,79571089;680,9576223;0,02;110,0109241;0,04325819;28728,36204;1,905733208;3160;15,38633879;1,499053283;1982,517771;8,107890927;13,94088373;170392,5371;167144,252;11989,50191;0;2656455,294
81;reserve_climb_4;3894,169241;2290,661952;0,279430096;92,6;76675,78214;0,977486207;273,2660488;0,72292321;0,051767984;0,074107681;0,170213047;17365,00468;0,242188573;9,504811275;18,75177605;0,9;0;0;0;0;0;1200;0,875;1200;10433,34126;10433,34126;0,178842157;2622184,661;0,745134398;10433,34126;12,61792321;679,6709022;0,02;108,651131;0,043281871;28373,26432;1,903213749;3160;15,24258426;1,50717644;1995,995669;8,1732126;13,9646776;170350,6959;167105,4627;11966,29578;0;2622184,661
82;reserve_climb_4;3929,155196;2595,319442;0,280447319;92,6;73802,22815;0,947715802;271,2872929;0,745339476;0,053227254;0,077380763;0,169690594;17356,64023;0,236075884;9,50432906;18,73079866;0,9;0;0;0;0;0;1200;0,875;1200;10168,86493;10168,86493;0,179784183;2555714,509;0,747846947;10168,86493;12,27585327;677,2228541;0,02;106,0299826;0,043336257;27688,77503;1,898462364;3160;14,96428242;1,523075397;2022,427309;8,299536708;14,00296692;170268,6407;167039,8485;11928,88974;0;2555714,509
83;reserve_climb_4;3946,648173;2743,2;0,280945065;92,6;72439,29491;0,93351885;270,3268742;0,756541587;0,053972405;0,079017304;0,169562378;17352,53547;0,233254435;9,504092248;18,72049683;0,9;0;0;0;0;0;1200;0,875;1200;10047,77576;10047,77576;0,180344942;2525281,482;0,749174246;10047,77576;12,11515669;676,0759481;0,02;104,8241336;0,043359726;27373,87842;1,89641089;3160;14,83239186;1,530863857;2035,398363;8,360689624;14,01719244;170228,373;167010,4858;11914,6888;0;2525281,482
84;reserve_climb_5;3946,648173;2743,2;0,289685578;95,48088889;72439,29491;0,93351885;270,3268742;0,712924849;0,050956077;0,072386421;0,158607679;17352,53547;0,233448682;9,504092248;18,72049683;0,9;0;0;0;0;0;1200;0,875;1200;10067,80307;10067,80307;0,180704407;2530314,893;0,749174246;10067,80307;12,13113934;676,2842221;0,02;102,1325186;0,042162321;26670,98739;1,894711597;3160;14,84994181;1,530863857;2035,398363;8,360689624;13,99096803;170228,373;167326,8437;11959,63305;0;2530314,893
85;reserve_climb_5;3965,878779;2899,880432;0,290232316;95,48088889;71017,63512;0,918655903;269,3093529;0,724242449;0,051684098;0,074032755;0,158676948;17348,07178;0,230733628;9,503834602;18,70928866;0,9;0;0;0;0;0;1200;0,875;1200;9951,272073;9951,272073;0,181502602;2501027,459;0,7505882;9951,272073;11,97054594;675,1661192;0,02;101,016579;0,042189972;26379,56983;1,892170431;3160;14,71877246;1,539313199;2049,503615;8,426687044;14,01286803;170184,5842;167276,765;11937,36818;0;2501027,459
86;reserve_climb_5;4004,339992;3204,641931;0,291304634;95,48088889;68317,23884;0,890266886;267,3302999;0,746900389;0,053170332;0,077330345;0,158869547;17339,30036;0,225441355;9,503327924;18,6872471;0,9;0;0;0;0;0;1200;0,875;1200;9724,626129;9724,626129;0,183024748;2444065,12;0,753361389;9724,626129;11,66189492;672,9799898;0,02;98,85066715;0,042247584;25813,96145;1,888335296;3160;14,46277197;1,555894476;2077,221319;8,554661842;14,04731481;170098,5365;167178,9835;11901,13454;0;2444065,12
87;reserve_climb_5;4073,570599;3352,8;0,291830209;95,48088889;67034,92642;0,876711612;266,3682628;0,758231226;0,053928138;0,078980255;0,158998811;17334,98933;0,222923476;9,503078711;18,67640582;0,9;0;0;0;0;0;1200;0,875;1200;9614,453286;9614,453286;0,18374899;2416375,665;0,754720613;9614,453286;11,51421594;671,9673892;0,02;97,80458954;0,042279498;25540,7877;1,88589498;3160;14,34090972;1,564030018;2090,844163;8,6167475;14,06002984;170056,2453;167131,0724;11886,96428;0;2416375,665
88;reserve_cruise;4073,570599;3352,8;0,295603876;96,71555556;67034,92642;0,876711612;266,3682628;0,746894044;0,051551086;0,077215173;0,077215173;17334,98933;0,138077973;9,503078711;18,67640582;0,488724843;0;0;0;0;0;1200;0,83;1200;4687,191418;4687,191418;0,089580412;1178019,69;0,754720613;4687,191418;8,280617879;618,5077095;0,02;44,77896163;0,039706034;11693,62254;2,99775391;3160;9,916092285;1,564030018;2090,844163;8,6167475;14,4884249;170056,2453;168917,3598;11658,7801;0;1178019,69
89;reserve_cruise;4283,462286;3352,8;0,295603876;96,71555556;67034,92642;0,876711612;266,3682628;0,745802238;0,051482454;0,077055052;0,077055052;17309,4697;0,137971554;9,501600926;18,61211899;0,488169767;0;0;0;0;0;1200;0,83;1200;4680,832137;4680,832137;0,089458875;1176421,428;0,754720613;4680,832137;8,276335865;618,4316641;0,02;44,71879201;0,039706552;11677,90978;3,000088859;3160;9,910081038;1,640561384;2171,486192;8,869725774;14,48653235;169805,8978;168670,4373;11643,25825;0;1176421,428
90;reserve_cruise;4728,245662;3352,8;0,295603876;96,71555556;67034,92642;0,876711612;266,3682628;0,743621059;0,051345643;0,076735192;0,076735192;17258,48941;0,13775914;9,498635683;18,48312462;0,487063336;0;0;0;0;0;1200;0,83;1200;4668,156202;4668,156202;0,089216616;1173235,618;0,754720613;4668,156202;8,267800538;618,280083;0,02;44,59885608;0,03970759;11646,5896;3,004748262;3160;9,898104056;1,7936256;2332,583928;9,374639165;14,48265148;169305,7811;168177,1424;11612,31717;0;1173235,618
91;reserve_cruise;5013,137349;3352,8;0,295603876;96,71555556;67034,92642;0,876711612;266,3682628;0,742531684;0,051277464;0,076575451;0,076575451;17233,02869;0,137653145;9,497148205;18,41841613;0,486511975;0;0;0;0;0;1200;0,83;1200;4661,839491;4661,839491;0,089095893;1171648,056;0,754720613;4661,839491;8,263547188;618,2045467;0,02;44,53908924;0,039708108;11630,98202;3,007072708;3160;9,892138257;1,870158245;2413,0398;9,626576042;14,48066305;169056,0114;167930,7696;11596,89781;0;1171648,056
92;reserve_descent_3;5013,137349;3352,8;0,291830209;95,48088889;67034,92642;0,876711612;266,3682628;0,764030639;0,051396489;0,07983215;0,019457903;17233,02869;0,072677972;9,497148205;18,41841613;0,15;0;0;0;0;0;1200;0,4;1200;687,8290261;687,8290261;0,013145614;172870,2892;0,754720613;687,8290261;5,007600567;544,6636009;0,01;4,389818604;0,026525358;1146,361593;6,39131769;3160;6,217822201;1,870158245;2413,0398;9,626576042;14,8654247;169056,0114;168409,3922;11328,93245;0;172870,2892
93;reserve_descent_3;5048,537349;3199,725529;0,291287242;95,48088889;68360,12944;0,89071944;267,3622244;0,752051618;0,050603534;0,078087185;0,017670135;17231,10773;0,07333123;9,497035799;18,41352626;0,15;0;0;0;0;0;1200;0,4;1200;687,2069699;687,2069699;0,012927179;172713,9495;0,75331641;687,2069699;5,064847525;545,3608097;0,01;4,377169478;0,026472868;1143,058387;6,394042819;3160;6,241529889;1,882505176;2419,110013;9,638523697;14,86164236;169037,1669;168417,554;11332,36488;0;172713,9495
94;reserve_descent_3;5083,937349;2895,259095;0,290216146;95,48088889;71059,24047;0,919091672;269,3393643;0,728743467;0,049100806;0,074693577;0,014544709;17227,15298;0,075821173;9,496804307;18,40345585;0,15;0;0;0;0;0;1200;0,4;1200;735,3774763;735,3774763;0,01340629;184820,5182;0,750546382;735,3774763;5,230811311;548,2154244;0,01;4,607496239;0,026040532;1203,206146;6,311837038;3160;6,310262618;1,907603938;2431,607021;9,66335293;14,84178226;168998,3708;168396,1973;11346,09;0;184820,5182
95;reserve_descent_3;5119,337349;2743,2;0,289685578;95,48088889;72439,29491;0,93351885;270,3268742;0,717360954;0,048378955;0,073037074;0,012824068;17225,13312;0,076671734;9,496686033;18,39831066;0,15;0;0;0;0;0;1200;0,4;1200;735,3774763;735,3774763;0,013199101;184820,5182;0,749174246;735,3774763;5,285635224;549,0101891;0,01;4,601476785;0,026006511;1201,63422;6,297590526;3160;6,335140592;1,920335724;2437,989804;9,676124987;14,82795471;168978,5559;168368,0186;11354,77022;0;184820,5182
96;reserve_descent_4;5154,737349;2743,2;0,280945065;92,6;72439,29491;0,93351885;270,3268742;0,762765719;0,051265322;0,079933943;0,020191158;17225,13312;0,076753954;9,496686033;18,39831066;0,15;0;0;0;0;0;1200;0,4;1200;735,3774763;735,3774763;0,013199101;184820,5182;0,749174246;735,3774763;5,284761173;548,922784;0,01;4,763472419;0,026922074;1243,937921;6,305353903;3160;6,334845287;1,920335724;2437,989804;9,676124987;14,87878541;168978,5559;168384,4952;11317,08608;0;184820,5182
97;reserve_descent_4;5190,137349;2591,382872;0,280434105;92,6;73838,79187;0,948095976;271,3128598;0,750924108;0,050484067;0,078203222;0,018477905;17222,9968;0,077406393;9,496560909;18,39286752;0,15;0;0;0;0;0;1200;0,4;1200;735,3774763;735,3774763;0,012996163;184820,5182;0,74781171;735,3774763;5,34616639;549,6807067;0,01;4,783070204;0,027032836;1249,055706;6,301680673;3160;6,363440171;1,933730694;2444,740565;9,689724503;14,87447734;168957,5986;168358,9436;11318,64601;0;184820,5182
98;reserve_descent_4;5225,537349;2285,924371;0,279414364;92,6;76721,17423;0,977954752;273,2968209;0,727950825;0,048996582;0,074847623;0,01498957;17218,69933;0,079024848;9,496309113;18,38191386;0,15;0;0;0;0;0;1200;0,4;1200;735,3774763;735,3774763;0,012599366;184820,5182;0,745092447;735,3774763;5,462968731;551,1869619;0,01;4,749781754;0,026844698;1240,362727;6,285180398;3160;6,41941934;1,960852464;2458,320582;9,717157473;14,85717574;168915,4404;168348,2651;11331,10815;0;184820,5182
99;reserve_descent_4;5260,937349;2133,6;0,278909949;92,6;78192,31283;0,993111781;274,2862429;0,716896458;0,0483031;0,073233898;0,013697188;17216,4961;0,080978907;9,496179974;18,37629602;0,15;0;0;0;0;0;1200;0,4;1200;787,592761;787,592761;0,013288033;197943,6506;0,743747362;787,592761;5,582349351;553,3570987;0,01;5,009128248;0,026433558;1308,088729;6,200505967;3160;6,48134443;1,974615177;2465,282782;9,731365661;14,84162406;168893,8267;168361,3539;11343,86326;0;197943,6506
100;reserve_descent_5;5296,337349;2133,6;0,268063451;88,99888889;78192,31283;0,993111781;274,2862429;0,775990176;0,05208811;0,082212901;0,023174343;17216,4961;0,080847652;9,496179974;18,37629602;0,15;0;0;0;0;0;1200;0,4;1200;775,166367;775,166367;0,013078379;194820,5571;0,743747362;775,166367;5,565924654;552,9302115;0,01;5,165768098;0,027697155;1348,993814;6,225344419;3160;6,472028335;1,974615177;2465,282782;9,731365661;14,89764522;168893,8267;168340,8029;11299,82628;0;194820,5571
101;reserve_descent_5;5331,737349;1903,860453;0,267337162;88,99888889;80454,39386;1,016312574;275,778604;0,758128821;0,050904105;0,079591373;0,021027074;17212,86818;0,083199676;9,495967256;18,36704234;0,15;0;0;0;0;0;1200;0,4;1200;836,1223984;836,1223984;0,013784775;210140,4787;0,741732257;836,1223984;5,73319098;555,6486946;0,01;5,481150392;0,027245642;1431,35306;6,133843873;3160;6,563834065;1,996947177;2476,747011;9,755064204;14,89327474;168858,2368;168308,2263;11300,95491;0;210140,4787
