time;total_energy_consumption;power;emotor_efficiency;total_thrust;altitude_m;global_efficiency;specific_energy_consumption;co2_emissions_total;eta_propeller;battery_resistive_losses
1249,475718;7112741,03;1652638,069;0,970731783;12464,41507;5181,6;0,860106155;53,52375734;687,9043951;0,860106155;28,87763068
2200,88653;14240615,19;1646546,451;0,970731783;12419,0992;5181,6;0,859788153;56,55172091;1090,929073;0,859788153;30,15479814
2676,591936;7126511,79;1643523,647;0,970731783;12396,60712;5181,6;0,859628781;22,89429423;1292,056886;0,859628781;30,6512353
2676,591936;0;116536,3255;0;-16,96152443;5181,6;0,089785911;0;1292,056886;0,089785911;0,016211931
2699,894689;9833,42;119224,5896;0;-9,69636699;5028,785425;0,095810573;0,031344365;1296,098351;0,095810573;0,016212244
2746,500194;19666,84;130672,1779;0;61,02319879;4723,996537;0,14724239;0,061727313;1304,31267;0,14724239;0,016212869
2769,802946;9833,42;136657,1358;0;98,49078151;4572;0,171039986;0,030628789;1308,481973;0,171039986;0,016213181
2769,802946;0;135514,9916;0;144,2143085;4572;0,199997178;0;1308,481973;0,199997178;0,016213181
2794,260794;10320,86;141520,1108;0;183,2635279;4419,557017;0,220972235;0,031900139;1312,894811;0,220972235;0,016213509
2843,176489;20641,71;148655,6945;0;213,6392744;4114,839963;0,233897419;0,062835013;1321,876123;0,233897419;0,016214165
2867,634337;10320,86;151770,5385;0;224,0607941;3962,4;0,237459372;0,031181648;1326,447949;0,237459372;0,016214492
2867,634337;0;150591,3268;0;271,8355019;3962,4;0,262088474;0;1326,447949;0,262088474;0,016214492
2893,258655;10813,09;156499,9484;0;310,482934;3809,511987;0,277837003;0,032421642;1331,289768;0,277837003;0,016214836
2944,507292;21626,18;168037,4201;0;384,3034673;3504,751666;0,304533336;0,063876808;1341,101798;0,304533336;0,016215522
2970,131611;10813,09;173783,5119;0;420,6279277;3352,8;0,316283106;0,031702147;1346,070862;0,316283106;0,016215865
2970,131611;0;172711,3731;0;472,1898435;3352,8;0,336400452;0;1346,070862;0,336400452;0,016215865
2997,025111;11348,66;177865,7705;0;503,6852129;3200,557091;0,344757769;0,033023731;1351,318731;0,344757769;0,016216225
3050,812111;22697,34;184471,8212;0;527,9940298;2895,566745;0,347356686;0,065075021;1362,020714;0,347356686;0,016216945
3077,705611;11348,66;190140,181;0;563,8452061;2743,2;0,356173055;0,032299687;1367,452209;0,356173055;0,016217305
3077,705611;0;189038,5004;0;616,6843826;2743,2;0,372891297;0;1367,452209;0,372891297;0,016217305
3105,934403;11912,15;194727,9418;0;653,8380951;2590,330633;0,380800425;0,03365308;1373,202559;0,380800425;0,016217682
3162,391987;23824,28;205723,8497;0;723,3619115;2285,574989;0,393928071;0,066326489;1384,833266;0,393928071;0,016218437
3190,620779;11912,14;211153,342;0;757,0074693;2133,6;0,399638013;0,032923649;1390,713166;0,399638013;0,016218814
3190,620779;0;209765,154;0;829,1633619;2133,6;0,417035787;0;1390,713166;0,417035787;0,016218814
3235,699821;19022,7;214912,5867;0;848,8038496;1903,889743;0,416780027;0,051999733;1400,248186;0,416780027;0,016219417
3325,857906;38045,41;231104,0039;0;950,3502079;1446,856351;0,429734408;0,101767327;1419,645036;0,429734408;0,016220621
3370,936948;19022,71;238919,4979;0;997,1180149;1219,2;0,434610983;0,05034341;1429,496457;0,434610983;0,016221222
3370,936948;0;237806,4131;0;1067,114901;1219,2;0,446877975;0;1429,496457;0,446877975;0,016221222
3410,835561;16836,64;243872,2141;0;1102,030582;1028,233573;0,449306189;0,04415742;1438,30908;0,449306189;0,016221755
3490,632787;33673,27;256023,2007;0;1170,627276;647,2578033;0,45342096;0,086754956;1456,172138;0,45342096;0,016222819
3530,5314;16836,64;262434,325;0;1207,947517;457,2;0,455768201;0,042997767;1465,222565;0,455768201;0,016223351
3530,5314;0;587538,2163;0;7165,884094;457,2;0,737829752;0;1465,222565;0,737829752;0,016223351
3567,520938;15609,06;587462,1706;0;7144,096806;342,9;0,735979589;0,039641648;1476,107688;0,735979589;0,016223844
3641,500014;31218,1;587805,5529;0;7107,049313;114,3;0,732323271;0,078413401;1498,020425;0,732323271;0,016224829
3678,489551;15609,05;588221,3222;0;7091,741548;0;0,730519968;0,038992799;1509,084946;0,730519968;0,016225322
3678,489551;0;3139389,568;0,970731783;33899,17517;0;0,849030743;0;1509,084946;0,849030743;30,6786196
3689,43258;163981,95;3115983,9;0,970731783;33652,5554;116,0060212;0,848990107;0,408721862;1517,443139;0,848990107;30,68917517
3711,318638;327969,11;3069865,119;0,970731783;33166,40808;344,6003055;0,848909745;0,81380264;1533,959159;0,848909745;30,71018902
3722,261667;163987,16;3047149,653;0,970731783;32926,86334;457,2;0,84887015;0,406000363;1542,118579;0,84887015;30,72064752
3722,261667;0;3055874,186;0,970731783;31870,09047;457,2;0,85490421;0;1542,118579;0,85490421;30,72064785
3741,853563;293599,39;3015422,573;0,970731783;31459,82446;652,9473106;0,854855715;0,723878503;1556,588839;0,854855715;30,73929211
3781,037357;587215,25;2935417,853;0,970731783;30648,44822;1033,99613;0,854773549;1,435879978;1584,936594;0,854773549;30,77627447
3800,629253;293615,81;2895186,984;0,970731783;30240,82803;1219,2;0,854747284;0,715017149;1598,819361;0,854747284;30,79461387
3800,629253;0;2902470,53;0,970731783;29425,91489;1219,2;0,859196103;0;1598,819361;0,859196103;30,79461431
3826,679661;390415,29;2851379,405;0,970731783;28924,00446;1455,934279;0,859166313;0,94540683;1617,005009;0,859166313;30,81884401
3878,780477;780859;2759617,947;0,970731783;28019,20696;1913,050067;0,859062867;1,869886494;1652,490366;0,859062867;30,86677716
3904,830885;390443,58;2715522,19;0,970731783;27583,98222;2133,6;0,859013507;0,929814724;1669,806321;0,859013507;30,89048348
3904,830885;0;2723388,064;0,970731783;26736,15982;2133,6;0,863432559;0;1669,806321;0,863432559;30,89048382
3924,123208;289159,38;2692226,787;0,970731783;26439,45502;2289,937351;0,863402273;0,685696124;1682,473119;0,863402273;30,90792943
3962,707854;578333,96;2631327,647;0,970731783;25859,30044;2594,81847;0,86334541;1,359906265;1707,381558;0,86334541;30,94254047
3982,000177;289174,52;2599995,781;0,970731783;25561,29598;2743,2;0,863330602;0,67712643;1719,624735;0,863330602;30,959707
3982,000177;0;2605762,774;0,970731783;24940,51741;2743,2;0,866303784;0;1719,624735;0,866303784;30,95970714
4003,297904;319239,52;2572263,783;0,970731783;24630,76971;2900,371186;0,866289459;0,743983548;1732,999367;0,866289459;30,97855131
4045,893358;638497,13;2507489,097;0,970731783;24031,4572;3205,061548;0,86626422;1,47403801;1759,262177;0,86626422;31,01590632
4067,191085;319257,55;2477100,712;0,970731783;23749,82638;3352,8;0,866247989;0,733595802;1772,16364;0,866247989;31,03441855
4067,191085;0;1185157,97;0,970731783;11550,57173;3352,8;0,829147318;0;1772,16364;0,829147318;31,03441857
4303,423972;3541573,78;1183832,019;0,970731783;11537,80595;3352,8;0,828992563;7,731970656;1857,599128;0,828992563;31,23257371
4775,889746;7085155,13;1181188,912;0,970731783;11512,35577;3352,8;0,828682309;14,06516953;2028,30852;0,828682309;31,59164268
5012,122632;3543496,37;1179871,747;0,970731783;11499,6713;3352,8;0,828526812;6,729200832;2113,58259;0,828526812;31,75332338
5012,122632;0;172711,3731;0;472,1898435;3352,8;0,336400452;0;2113,58259;0,336400452;0,016755067
5038,974496;11331,32;177865,1323;0;503,6852565;3200,604134;0,344758657;0,021414239;2118,822315;0,344758657;0,016755319
5092,678224;22662,63;184470,1868;0;527,9836497;2895,610681;0,347354046;0,042417415;2129,507691;0,347354046;0,016755822
