mission_phase,B_Fuel_kW,B_Eng_Air_kW,W_Bat_Power_out_kW,W_Electric_Motor_in_kW,W_Mec_Engine_out_kW,W_Mec_Hydraulic_Electric_MT_kW,W_Mec_Motor_out_kW,B_Thrust_kW,B_Eng_Gases_kW,B_Bleed_MT_kW,B_Bat_Heat_kW,B_Inverter_Heat_kW,B_Motor_Heat_kW,B_Prop_Air_kW,B_Dest_Engine_kW,B_Dest_Bat_kW,B_Dest_Inverter_kW,B_Dest_Motor_kW,B_Dest_Prop_kW,P_dissipada_Bat_kW,P_loss_Inv_kW,T0_env_K,I_bat_A,Voc_bat_V,Vload_bat_V,eta_ex_engine,eta_ex_bat,eta_ex_inverter,eta_ex_motor,eta_ex_prop
climb_3,9684.648023,105.627430,14.882042,168.188420,1411.665629,29.828000,163.265845,1181.948583,3670.740381,1.499066,0,0,0,171.016497,4676.542377,0.025558,0.000000,4.922575,221.966394,0.025558,0.000000,548.867647,18.959244,786.297130,784.949099,0.147237,0.998286,1,0.970732,0.750476
climb_3,9530.701787,103.970110,14.884609,168.188420,1389.301770,29.828000,163.265845,1162.720779,3620.219461,1.548739,0,0,0,170.955773,4593.773927,0.025740,0.000000,4.922575,218.891063,0.025740,0.000000,547.436243,18.977533,785.684272,784.327953,0.147294,0.998274,1,0.970732,0.748902
climb_4,9545.116186,112.774768,14.884622,168.188420,1393.294600,29.828000,163.265845,1172.566004,3634.527602,1.548863,0,0,0,171.418964,4598.691889,0.025741,0.000000,4.922575,212.575477,0.025741,0.000000,547.436243,18.977550,785.684272,784.327906,0.147353,0.998274,1,0.970732,0.753306
climb_4,9436.396588,111.504213,14.886434,168.188420,1377.465757,29.828000,163.265845,1158.901974,3598.697383,1.584127,0,0,0,171.369161,4540.325534,0.025869,0.000000,4.922575,210.460467,0.025869,0.000000,546.420053,18.990944,785.232345,783.870173,0.147393,0.998265,1,0.970732,0.752176
climb_4,9224.815456,109.034637,14.889840,168.188420,1346.552186,29.828000,163.265845,1132.208870,3528.615676,1.652845,0,0,0,171.285573,4427.201386,0.026110,0.000000,4.922575,206.323588,0.026110,0.000000,544.439845,19.017301,784.335771,782.962797,0.147461,0.998250,1,0.970732,0.749898
climb_4,9119.964909,107.814639,14.891440,168.188420,1330.658923,29.828000,163.265845,1118.506140,3493.574703,1.686264,0,0,0,171.244829,4372.031659,0.026224,0.000000,4.922575,204.173799,0.026224,0.000000,543.476874,19.030276,783.891112,782.513112,0.147434,0.998242,1,0.970732,0.748703
climb_5,9130.994345,114.808711,14.891448,168.188420,1333.586330,29.828000,163.265845,1125.262521,3504.833552,1.686376,0,0,0,171.466182,4375.868797,0.026224,0.000000,4.922575,200.123472,0.026224,0.000000,543.476874,19.030286,783.891112,782.513084,0.147463,0.998242,1,0.970732,0.751753
climb_5,9019.932681,113.433743,14.893145,168.188420,1316.566672,29.828000,163.265845,1110.549023,3467.545925,1.721831,0,0,0,171.414269,4317.703996,0.026345,0.000000,4.922575,197.869224,0.026345,0.000000,542.455260,19.044488,783.401985,782.018669,0.147415,0.998234,1,0.970732,0.750456
climb_5,8805.861960,110.773203,14.896325,168.188420,1283.686599,29.828000,163.265845,1082.113618,3395.505209,1.790500,0,0,0,171.329496,4205.824855,0.026570,0.000000,4.922575,193.509330,0.026570,0.000000,540.476694,19.072437,782.432547,781.039442,0.147311,0.998220,1,0.970732,0.747857
climb_5,8705.681660,109.527820,14.897816,168.188420,1268.275639,29.828000,163.265845,1068.769550,3361.815758,1.823766,0,0,0,171.300382,4153.466317,0.026676,0.000000,4.922575,191.471552,0.026676,0.000000,539.518263,19.086194,781.952218,780.554581,0.147257,0.998213,1,0.970732,0.746587
climb_6,8715.477331,116.655687,14.897823,168.188420,1271.024688,29.828000,163.265845,1074.763500,3372.823673,1.823896,0,0,0,171.388047,4156.632761,0.026676,0.000000,4.922575,188.138986,0.026676,0.000000,539.518263,19.086203,781.952218,780.554557,0.147286,0.998213,1,0.970732,0.749335
climb_6,8616.397842,115.349880,14.899417,168.188420,1255.775246,29.828000,163.265845,1061.501796,3339.679529,1.859342,0,0,0,171.361221,4104.605605,0.026789,0.000000,4.922575,186.178073,0.026789,0.000000,538.497085,19.101416,781.418838,780.016376,0.147233,0.998205,1,0.970732,0.748042
climb_6,8423.491806,112.811605,14.902396,168.188420,1226.089387,29.828000,163.265845,1035.676464,3274.745953,1.928035,0,0,0,171.321883,4003.712036,0.027000,0.000000,4.922575,182.356885,0.027000,0.000000,536.518299,19.131349,780.362945,778.951643,0.147127,0.998191,1,0.970732,0.745437
climb_6,8329.348609,111.575268,14.903789,168.188420,1211.617687,29.828000,163.265845,1023.083592,3242.841469,1.961291,0,0,0,171.308650,3954.675430,0.027099,0.000000,4.922575,180.491289,0.027099,0.000000,535.560409,19.146082,779.840404,778.425030,0.147075,0.998185,1,0.970732,0.744124
climb_7,8340.694924,119.008599,14.903795,168.188420,1214.610410,29.828000,163.265845,1028.790580,3254.827789,1.961445,0,0,0,171.268392,3958.475879,0.027099,0.000000,4.922575,177.817283,0.027099,0.000000,535.560409,19.146090,779.840404,778.425009,0.147102,0.998185,1,0.970732,0.746649
climb_7,8240.070362,117.595919,14.905302,168.188420,1199.191068,29.828000,163.265845,1015.345292,3220.607281,1.997066,0,0,0,171.247031,3906.042867,0.027206,0.000000,4.922575,175.864589,0.027206,0.000000,534.534521,19.162589,779.253157,777.833408,0.147053,0.998178,1,0.970732,0.745231
climb_7,8043.917205,114.849213,14.908112,168.188420,1169.050852,29.828000,163.265845,989.058283,3153.395004,2.065767,0,0,0,171.215329,3804.426795,0.027405,0.000000,4.922575,172.043085,0.027405,0.000000,532.556223,19.195044,778.092367,776.664643,0.146944,0.998165,1,0.970732,0.742360
climb_7,7949.161852,113.524634,14.909425,168.188420,1154.448938,29.828000,163.265845,976.318738,3120.737933,2.098864,0,0,0,171.205922,3755.572751,0.027498,0.000000,4.922575,170.190124,0.027498,0.000000,531.603311,19.211013,777.518781,776.087401,0.146884,0.998159,1,0.970732,0.740918
climb_8,7960.465965,121.106311,14.909430,168.188420,1157.432570,29.828000,163.265845,981.493785,3132.899881,2.099042,0,0,0,171.030088,3759.312784,0.027499,0.000000,4.922575,168.174541,0.027499,0.000000,531.603311,19.211020,777.518781,776.087383,0.146910,0.998159,1,0.970732,0.743163
climb_8,7857.504682,119.570156,14.910883,168.188420,1141.194009,29.828000,163.265845,967.307085,3097.241267,2.134970,0,0,0,171.004949,3706.676593,0.027602,0.000000,4.922575,166.147820,0.027602,0.000000,530.569065,19.229343,776.858849,775.423458,0.146798,0.998152,1,0.970732,0.741538
climb_8,7660.320228,116.621870,14.913590,168.188420,1109.498661,29.828000,163.265845,939.611114,3028.663590,2.203680,0,0,0,170.962343,3606.748166,0.027793,0.000000,4.922575,162.191049,0.027793,0.000000,528.591498,19.265356,775.557068,774.114406,0.146501,0.998140,1,0.970732,0.738244
climb_8,7566.414074,115.211024,14.914853,168.188420,1094.369801,29.828000,163.265845,926.384265,2995.927759,2.236505,0,0,0,170.948641,3559.263033,0.027883,0.000000,4.922575,160.302741,0.027883,0.000000,527.646970,19.283060,774.915150,773.469170,0.146349,0.998134,1,0.970732,0.736608
cruise,6138.335602,146.967629,14.914857,168.188420,851.324653,29.828000,163.265845,713.256027,2388.467123,2.238074,0,0,0,159.560452,3013.445381,0.027883,0.000000,4.922575,141.774019,0.027883,0.000000,527.646970,19.283066,774.915150,773.469156,0.140193,0.998134,1,0.970732,0.702999
cruise,6130.426180,146.851717,14.928889,168.188420,849.766683,29.828000,163.265845,711.829366,2384.961034,2.238074,0,0,0,159.486146,3010.484105,0.028878,0.000000,4.922575,141.717015,0.028878,0.000000,527.646970,19.521594,766.216432,764.737166,0.140124,0.998069,1,0.970732,0.702672
cruise,6114.801127,146.613891,14.946910,168.188420,846.674491,29.828000,163.265845,708.997124,2378.086137,2.238074,0,0,0,159.337612,3004.588315,0.030155,0.000000,4.922575,141.605600,0.030155,0.000000,527.646970,19.912723,752.135449,750.621101,0.139985,0.997987,1,0.970732,0.702019
cruise,6107.042015,146.495366,14.953915,168.188420,845.140073,29.828000,163.265845,707.591369,2374.674896,2.238074,0,0,0,159.263381,3001.656338,0.030651,0.000000,4.922575,141.551168,0.030651,0.000000,527.646970,20.072760,746.512514,744.985507,0.139916,0.997954,1,0.970732,0.701693
descent_5,2487.591181,55.190214,0.421969,0.000000,59.155495,29.828000,0.000000,1.151117,847.483108,2.236505,0,0,0,4.160213,1604.078286,0.000016,0.421969,0.000000,53.844165,0.000016,0.421969,527.646970,0.565276,746.512514,746.483834,0.034995,0.999962,0,0.000000,0.019459
descent_5,2520.659209,56.124429,0.421969,0.000000,60.520096,29.828000,0.000000,1.564961,855.892844,2.202041,0,0,0,4.233504,1628.340657,0.000016,0.421969,0.000000,54.721631,0.000016,0.421969,528.638675,0.565281,746.505326,746.476646,0.035062,0.999962,0,0.000000,0.025859
descent_5,2573.519860,57.452293,0.421969,0.000000,66.331055,29.828000,0.000000,5.339382,869.680146,2.133312,0,0,0,4.427361,1662.999640,0.000016,0.421969,0.000000,56.564312,0.000016,0.421969,530.616774,0.565292,746.490955,746.462274,0.036549,0.999962,0,0.000000,0.080496
descent_5,2598.298787,58.064921,0.421969,0.000000,69.369104,29.828000,0.000000,7.337688,876.071509,2.099042,0,0,0,4.527203,1678.996053,0.000016,0.421969,0.000000,57.504214,0.000016,0.421969,531.603311,0.565298,746.483772,746.455091,0.037343,0.999962,0,0.000000,0.105777
descent_6,2598.118059,54.474079,0.421969,0.000000,68.789336,29.828000,0.000000,9.401294,872.668095,2.098864,0,0,0,4.356379,1679.207843,0.000016,0.421969,0.000000,55.031663,0.000016,0.421969,531.603311,0.565298,746.483772,746.455091,0.037178,0.999962,0,0.000000,0.136668
descent_6,2622.786321,55.048578,0.421969,0.000000,71.837620,29.828000,0.000000,11.418697,878.948062,2.064496,0,0,0,4.455422,1695.156721,0.000016,0.421969,0.000000,55.963500,0.000016,0.421969,532.592794,0.565303,746.476234,746.447553,0.037966,0.999962,0,0.000000,0.158951
descent_6,2685.422638,56.649461,0.421969,0.000000,75.459743,29.828000,0.000000,13.030478,894.719466,1.995806,0,0,0,4.619361,1740.069084,0.000016,0.421969,0.000000,57.809904,0.000016,0.421969,534.570804,0.565315,746.461163,746.432481,0.038397,0.999962,0,0.000000,0.172681
descent_6,2718.227088,57.494927,0.421969,0.000000,77.040882,29.828000,0.000000,13.594956,902.963657,1.961445,0,0,0,4.699124,1763.928031,0.000016,0.421969,0.000000,58.746803,0.000016,0.421969,535.560409,0.565320,746.453630,746.424948,0.038501,0.999962,0,0.000000,0.176464
descent_7,2718.432982,53.954209,0.421969,0.000000,76.442298,29.828000,0.000000,15.500106,899.735440,1.961291,0,0,0,4.534539,1764.420162,0.000016,0.421969,0.000000,56.407653,0.000016,0.421969,535.560409,0.565320,746.453630,746.424948,0.038332,0.999962,0,0.000000,0.202769
descent_7,2743.221957,54.472231,0.421969,0.000000,79.441598,29.828000,0.000000,17.437446,906.086040,1.926831,0,0,0,4.634370,1780.411719,0.000016,0.421969,0.000000,57.369783,0.000016,0.421969,536.552970,0.565326,746.445740,746.417058,0.039057,0.999962,0,0.000000,0.219500
descent_7,2791.070407,55.471949,0.421969,0.000000,85.298183,29.828000,0.000000,21.142270,918.170570,1.858143,0,0,0,4.833870,1811.387461,0.000016,0.421969,0.000000,59.322043,0.000016,0.421969,538.531639,0.565338,746.429964,746.401282,0.040444,0.999962,0,0.000000,0.247863
descent_7,2814.508969,55.963511,0.421969,0.000000,88.214981,29.828000,0.000000,22.966461,924.014078,1.823896,0,0,0,4.934447,1826.591525,0.000016,0.421969,0.000000,60.314073,0.000016,0.421969,539.518263,0.565344,746.422079,746.393396,0.041123,0.999962,0,0.000000,0.260346
descent_8,2815.247182,52.593324,0.421969,0.000000,87.670748,29.828000,0.000000,24.711733,921.125275,1.823766,0,0,0,4.780747,1827.392717,0.000016,0.421969,0.000000,58.178269,0.000016,0.421969,539.518263,0.565344,746.422079,746.393396,0.040971,0.999962,0,0.000000,0.281870
descent_8,2840.883071,53.119245,0.421969,0.000000,90.287193,29.828000,0.000000,26.250872,927.460608,1.789454,0,0,0,4.876340,1844.637061,0.000016,0.421969,0.000000,59.159982,0.000016,0.421969,540.506825,0.565351,746.413806,746.385122,0.041505,0.999962,0,0.000000,0.290749
descent_8,2906.674114,54.544492,0.421969,0.000000,93.640518,29.828000,0.000000,27.484033,944.004199,1.720717,0,0,0,5.042627,1892.025172,0.000016,0.421969,0.000000,61.113858,0.000016,0.421969,542.487366,0.565363,746.397265,746.368581,0.041695,0.999962,0,0.000000,0.293506
descent_8,2930.452437,54.959325,0.421969,0.000000,96.517858,29.828000,0.000000,29.232615,950.243550,1.686376,0,0,0,5.144445,1907.135977,0.000016,0.421969,0.000000,62.140798,0.000016,0.421969,543.476874,0.565369,746.388997,746.360313,0.042321,0.999962,0,0.000000,0.302873
descent_9,2931.652724,51.675237,0.421969,0.000000,95.958630,29.828000,0.000000,30.783460,947.573665,1.686264,0,0,0,4.998678,1908.281402,0.000016,0.421969,0.000000,60.176492,0.000016,0.421969,543.476874,0.565369,746.388997,746.360313,0.042163,0.999962,0,0.000000,0.320799
descent_9,2955.381720,52.064149,0.421969,0.000000,98.846671,29.828000,0.000000,32.540550,953.749727,1.651810,0,0,0,5.100305,1923.369662,0.000016,0.421969,0.000000,61.205817,0.000016,0.421969,544.469694,0.565376,746.380321,746.351636,0.042785,0.999962,0,0.000000,0.329202
descent_9,2999.602227,52.843779,0.421969,0.000000,104.428350,29.828000,0.000000,35.834504,964.517614,1.583119,0,0,0,5.302754,1952.088922,0.000016,0.421969,0.000000,63.291092,0.000016,0.421969,546.449090,0.565389,746.362976,746.334290,0.043983,0.999962,0,0.000000,0.343149
descent_9,3021.536868,53.233737,0.421969,0.000000,107.184438,29.828000,0.000000,37.430448,969.793809,1.548863,0,0,0,5.404528,1966.415495,0.000016,0.421969,0.000000,64.349462,0.000016,0.421969,547.436243,0.565396,746.354306,746.325621,0.044560,0.999962,0,0.000000,0.349215
descent_10,3024.481772,49.167781,0.421969,0.000000,106.479774,29.828000,0.000000,39.178135,967.038158,1.548739,0,0,0,5.227741,1968.754883,0.000016,0.421969,0.000000,62.073897,0.000016,0.421969,547.436243,0.565396,746.354306,746.325621,0.044347,0.999962,0,0.000000,0.367940
descent_10,3075.188758,50.061705,0.421969,0.000000,109.092684,29.828000,0.000000,40.109412,979.969624,1.496957,0,0,0,5.358240,2004.863199,0.000016,0.421969,0.000000,63.625032,0.000016,0.421969,548.928414,0.565406,746.340466,746.311780,0.044451,0.999962,0,0.000000,0.367664
descent_10,3142.819510,51.050895,0.421969,0.000000,117.311677,29.828000,0.000000,44.745595,997.144082,1.393916,0,0,0,5.667270,2048.192730,0.000016,0.421969,0.000000,66.898813,0.000016,0.421969,551.897569,0.565427,746.312803,746.284116,0.046069,0.999962,0,0.000000,0.381425
descent_10,3174.131914,51.544524,0.421969,0.000000,121.278933,29.828000,0.000000,46.886971,1004.524130,1.342580,0,0,0,5.822185,2068.702794,0.000016,0.421969,0.000000,68.569777,0.000016,0.421969,553.376716,0.565438,746.298980,746.270292,0.046845,0.999962,0,0.000000,0.386604
descent_11,3177.612470,48.029418,0.421969,0.000000,120.713915,29.828000,0.000000,48.271146,1002.550406,1.342488,0,0,0,5.673244,2071.207080,0.000016,0.421969,0.000000,66.769525,0.000016,0.421969,553.376716,0.565438,746.298980,746.270292,0.046670,0.999962,0,0.000000,0.399881
descent_11,3206.777284,48.478331,0.421969,0.000000,123.793002,29.828000,0.000000,49.821515,1009.411393,1.299420,0,0,0,5.799447,2090.923800,0.000016,0.421969,0.000000,68.172040,0.000016,0.421969,554.617560,0.565447,746.286750,746.258062,0.047192,0.999962,0,0.000000,0.402458
descent_11,3264.207748,49.277271,0.421969,0.000000,129.961016,29.828000,0.000000,52.871444,1023.600491,1.213484,0,0,0,6.055604,2128.882027,0.000016,0.421969,0.000000,71.033967,0.000016,0.421969,557.093252,0.565465,746.262304,746.233614,0.048224,0.999962,0,0.000000,0.406825
descent_11,3292.921129,49.664925,0.421969,0.000000,133.215393,29.828000,0.000000,54.527355,1030.769429,1.170603,0,0,0,6.187985,2147.602628,0.000016,0.421969,0.000000,72.500053,0.000016,0.421969,558.328413,0.565475,746.250087,746.221397,0.048778,0.999962,0,0.000000,0.409317
descent_12,4238.017172,28.561734,0.421969,0.000000,298.242749,29.828000,0.000000,213.281887,1329.179790,1.170140,0,0,0,6.770486,2608.158227,0.000016,0.421969,0.000000,78.190376,0.000016,0.421969,558.328413,0.565475,746.250087,746.221397,0.076893,0.999962,0,0.000000,0.715128
descent_12,4260.184654,28.727760,0.421969,0.000000,298.204148,29.828000,0.000000,212.662591,1333.987402,1.144351,0,0,0,6.809575,2625.748514,0.000016,0.421969,0.000000,78.731982,0.000016,0.421969,559.071270,0.565483,746.238764,746.210074,0.076484,0.999962,0,0.000000,0.713144
descent_12,4306.917314,29.072672,0.421969,0.000000,298.378453,29.828000,0.000000,211.617382,1344.389196,1.092764,0,0,0,6.892103,2662.301573,0.000016,0.421969,0.000000,79.868968,0.000016,0.421969,560.557063,0.565501,746.216131,746.187440,0.075694,0.999962,0,0.000000,0.709225
descent_12,4341.099718,29.301785,0.421969,0.000000,298.589504,29.828000,0.000000,211.190066,1353.322551,1.066966,0,0,0,6.935528,2687.594481,0.000016,0.421969,0.000000,80.463909,0.000016,0.421969,561.300000,0.565509,746.204820,746.176128,0.075146,0.999962,0,0.000000,0.707292
reserve_climb_1,11084.098705,102.890848,14.954302,168.188420,1604.462876,29.828000,163.265845,1330.476108,4110.123104,1.067330,0,0,0,170.379921,5441.508243,0.030679,0.000000,4.922575,266.872692,0.030679,0.000000,561.300000,20.081591,746.204820,744.677121,0.146089,0.997953,1,0.970732,0.752647
reserve_climb_1,10994.988992,102.100722,14.954451,168.188420,1592.581826,29.828000,163.265845,1320.378566,4081.214359,1.093514,0,0,0,170.318736,5392.372015,0.030689,0.000000,4.922575,265.150369,0.030689,0.000000,560.545975,20.084997,746.086216,744.558251,0.146201,0.997952,1,0.970732,0.751989
reserve_climb_1,10819.963844,100.548485,14.954747,168.188420,1569.171277,29.828000,163.265845,1300.477426,4024.276450,1.145103,0,0,0,170.205329,5296.091500,0.030710,0.000000,4.922575,261.754367,0.030710,0.000000,559.060219,20.091778,745.850234,744.321739,0.146422,0.997951,1,0.970732,0.750664
reserve_climb_1,10734.028450,99.786189,14.954895,168.188420,1557.640584,29.828000,163.265845,1290.673069,3996.244170,1.170510,0,0,0,170.153029,5248.931376,0.030721,0.000000,4.922575,260.080330,0.030721,0.000000,558.328413,20.095152,745.732853,744.204094,0.146529,0.997950,1,0.970732,0.749996
reserve_climb_2,10749.917859,108.899461,14.954895,168.188420,1562.069281,29.828000,163.265845,1303.930131,4011.466574,1.170603,0,0,0,171.066132,5254.282861,0.030721,0.000000,4.922575,250.338863,0.030721,0.000000,558.328413,20.095152,745.732853,744.204094,0.146600,0.997950,1,0.970732,0.755755
reserve_climb_2,10601.577024,107.464972,14.955158,168.188420,1541.535467,29.828000,163.265845,1286.395599,3962.894621,1.214767,0,0,0,170.963546,5173.569141,0.030739,0.000000,4.922575,247.442167,0.030739,0.000000,557.056277,20.101168,745.523710,743.994481,0.146732,0.997949,1,0.970732,0.754572
reserve_climb_2,10312.637934,104.670615,14.955680,168.188420,1500.923934,29.828000,163.265845,1251.725184,3867.741057,1.300720,0,0,0,170.780219,5017.514839,0.030776,0.000000,4.922575,241.684375,0.030776,0.000000,554.580116,20.113098,745.109280,743.579119,0.146943,0.997946,1,0.970732,0.752153
reserve_climb_2,10171.085524,103.262414,14.955938,168.188420,1480.502173,29.828000,163.265845,1234.309301,3821.378112,1.342488,0,0,0,170.696948,4941.297165,0.030795,0.000000,4.922575,238.761769,0.030795,0.000000,553.376716,20.119013,744.903977,743.373355,0.147000,0.997945,1,0.970732,0.750902
reserve_climb_3,10184.853695,111.010523,14.955938,168.188420,1484.199405,29.828000,163.265845,1244.208188,3834.226594,1.342580,0,0,0,171.287534,4946.267639,0.030795,0.000000,4.922575,231.969527,0.030795,0.000000,553.376716,20.119013,744.903977,743.373355,0.147052,0.997945,1,0.970732,0.755226
reserve_climb_3,10006.469984,109.079285,14.956280,168.188420,1458.264823,29.828000,163.265845,1221.989531,3775.927076,1.395963,0,0,0,171.174995,4850.133406,0.030819,0.000000,4.922575,228.366143,0.030819,0.000000,551.838589,20.126828,744.632950,743.101718,0.147109,0.997944,1,0.970732,0.753602
reserve_climb_3,9684.784174,105.628890,14.956957,168.188420,1411.685403,29.828000,163.265845,1181.965579,3670.785071,1.499022,0,0,0,171.016555,4676.615568,0.030867,0.000000,4.922575,221.969113,0.030867,0.000000,548.868907,20.142284,744.097515,742.565078,0.147237,0.997941,1,0.970732,0.750478
reserve_climb_3,9530.701787,103.970110,14.957291,168.188420,1389.301770,29.828000,163.265845,1162.720779,3620.219461,1.548739,0,0,0,170.955773,4593.773927,0.030890,0.000000,4.922575,218.891063,0.030890,0.000000,547.436243,20.149926,743.833067,742.300035,0.147294,0.997939,1,0.970732,0.748902
reserve_climb_4,9545.116186,112.774768,14.957291,168.188420,1393.294600,29.828000,163.265845,1172.566004,3634.527602,1.548863,0,0,0,171.418964,4598.691889,0.030890,0.000000,4.922575,212.575477,0.030890,0.000000,547.436243,20.149926,743.833067,742.300035,0.147353,0.997939,1,0.970732,0.753306
reserve_climb_4,9436.471629,111.505087,14.957537,168.188420,1377.476692,29.828000,163.265845,1158.911415,3598.722189,1.584103,0,0,0,171.369193,4540.365732,0.030908,0.000000,4.922575,210.461928,0.030908,0.000000,546.420755,20.155550,743.638611,742.105141,0.147393,0.997938,1,0.970732,0.752177
reserve_climb_4,9224.891776,109.035526,14.958026,168.188420,1346.563423,29.828000,163.265845,1132.218566,3528.641138,1.652821,0,0,0,171.285602,4427.241920,0.030943,0.000000,4.922575,206.325100,0.030943,0.000000,544.440547,20.166705,743.253209,741.718871,0.147461,0.997936,1,0.970732,0.749898
reserve_climb_4,9119.964909,107.814639,14.958268,168.188420,1330.658923,29.828000,163.265845,1118.506140,3493.574703,1.686264,0,0,0,171.244829,4372.031659,0.030960,0.000000,4.922575,204.173799,0.030960,0.000000,543.476874,20.172237,743.062247,741.527479,0.147434,0.997935,1,0.970732,0.748703
reserve_climb_5,9130.994345,114.808711,14.958268,168.188420,1333.586330,29.828000,163.265845,1125.262521,3504.833552,1.686376,0,0,0,171.466182,4375.868797,0.030960,0.000000,4.922575,200.123472,0.030960,0.000000,543.476874,20.172237,743.062247,741.527479,0.147463,0.997935,1,0.970732,0.751753
reserve_climb_5,9020.031106,113.434959,14.958534,168.188420,1316.581766,29.828000,163.265845,1110.562074,3467.579045,1.721800,0,0,0,171.414312,4317.755455,0.030979,0.000000,4.922575,197.871225,0.030979,0.000000,542.456166,20.178309,742.852767,741.317527,0.147415,0.997933,1,0.970732,0.750457
reserve_climb_5,8805.956960,110.774387,14.959061,168.188420,1283.701215,29.828000,163.265845,1082.126261,3395.537216,1.790469,0,0,0,171.329530,4205.874447,0.031016,0.000000,4.922575,193.511268,0.031016,0.000000,540.477575,20.190343,742.437961,740.901785,0.147311,0.997931,1,0.970732,0.747858
reserve_climb_5,8705.681660,109.527820,14.959322,168.188420,1268.275639,29.828000,163.265845,1068.769550,3361.815758,1.823766,0,0,0,171.300382,4153.466317,0.031034,0.000000,4.922575,191.471552,0.031034,0.000000,539.518263,20.196305,742.232612,740.695974,0.147257,0.997930,1,0.970732,0.746587
reserve_cruise,5228.865595,82.638015,14.959322,168.188420,612.467141,29.828000,163.265845,493.322295,1864.058165,1.823818,0,0,0,149.874630,2803.326486,0.031034,0.000000,4.922575,132.536061,0.031034,0.000000,539.518263,20.196305,742.232612,740.695974,0.120925,0.997930,1,0.970732,0.635943
