mission_phase,B_Fuel_kW,B_Eng_Air_kW,W_Bat_Power_out_kW,W_Electric_Motor_in_kW,W_Mec_Engine_out_kW,W_Mec_Hydraulic_Electric_MT_kW,W_Mec_Motor_out_kW,B_Thrust_kW,B_Eng_Gases_kW,B_Bleed_MT_kW,B_Bat_Heat_kW,B_Inverter_Heat_kW,B_Motor_Heat_kW,B_Prop_Air_kW,B_Dest_Engine_kW,B_Dest_Bat_kW,B_Dest_Inverter_kW,B_Dest_Motor_kW,B_Dest_Prop_kW,P_dissipada_Bat_kW,P_loss_Inv_kW,T0_env_K,I_bat_A,Voc_bat_V,Vload_bat_V,eta_ex_engine,eta_ex_bat,eta_ex_inverter,eta_ex_motor,eta_ex_prop
reserve_cruise,5174.579718,80.951365,26.322317,227.842492,618.034186,29.828000,221.252685,492.958728,1852.429977,1.823818,0,0,0,191.076515,2753.415101,0.096899,0.000000,6.589806,155.251628,0.096899,0.000000,539.518263,35.712369,739.777737,737.064422,0.123272,0.996332,1,0.971077,0.587354
reserve_cruise,5168.178190,80.889908,26.329262,227.842492,616.758222,29.828000,221.252685,491.780475,1849.769149,1.823818,0,0,0,190.878133,2750.888910,0.097963,0.000000,6.589806,155.352299,0.097963,0.000000,539.518263,35.907863,735.973217,733.245033,0.123181,0.996293,1,0.971077,0.586843
reserve_cruise,5164.984962,80.859214,26.332397,227.842492,616.122296,29.828000,221.252685,491.193176,1848.442296,1.823818,0,0,0,190.778732,2749.627766,0.098444,0.000000,6.589806,155.403074,0.098444,0.000000,539.518263,35.997125,734.248646,731.513884,0.123136,0.996275,1,0.971077,0.586587
reserve_descent_3,2712.998077,50.683147,0.519495,0.000000,84.486566,29.828000,0.000000,20.225174,887.562271,1.823766,0,0,0,6.372816,1759.980622,0.000025,0.519495,0.000000,57.888577,0.000025,0.519495,539.518263,0.707554,734.248646,734.212906,0.041363,0.999951,0,0.000000,0.239389
reserve_descent_3,2737.686663,51.189593,0.519495,0.000000,87.007528,29.828000,0.000000,21.650047,893.663955,1.789469,0,0,0,6.493825,1776.587303,0.000025,0.519495,0.000000,58.863656,0.000025,0.519495,540.506379,0.707558,734.244841,734.209100,0.041893,0.999951,0,0.000000,0.248830
reserve_descent_3,2801.092616,52.563245,0.519495,0.000000,90.238099,29.828000,0.000000,22.717538,909.608795,1.720734,0,0,0,6.713190,1822.260233,0.000025,0.519495,0.000000,60.807372,0.000025,0.519495,542.486861,0.707565,734.237232,734.201491,0.042074,0.999951,0,0.000000,0.251751
reserve_descent_3,2824.019092,52.963215,0.519495,0.000000,93.012352,29.828000,0.000000,24.342673,915.624884,1.686376,0,0,0,6.841526,1836.830695,0.000025,0.519495,0.000000,61.828153,0.000025,0.519495,543.476874,0.707569,734.233428,734.197687,0.042698,0.999951,0,0.000000,0.261714
reserve_descent_4,2825.175761,49.798404,0.519495,0.000000,92.473434,29.828000,0.000000,25.976296,913.052226,1.686264,0,0,0,6.633164,1837.934241,0.000025,0.519495,0.000000,59.863974,0.000025,0.519495,543.476874,0.707569,734.233428,734.197687,0.042540,0.999951,0,0.000000,0.280905
reserve_descent_4,2848.028292,50.172952,0.519495,0.000000,95.254795,29.828000,0.000000,27.608050,919.000413,1.651832,0,0,0,6.761040,1852.466204,0.000025,0.519495,0.000000,60.885705,0.000025,0.519495,544.469056,0.707573,734.229441,734.193700,0.043159,0.999951,0,0.000000,0.289834
reserve_descent_4,2890.643896,50.924266,0.519495,0.000000,100.633820,29.828000,0.000000,30.659352,929.378408,1.583141,0,0,0,7.017203,1880.144793,0.000025,0.519495,0.000000,62.957265,0.000025,0.519495,546.448458,0.707580,734.221468,734.185727,0.044351,0.999951,0,0.000000,0.304663
reserve_descent_4,2911.795336,51.300300,0.519495,0.000000,103.291523,29.828000,0.000000,32.135651,934.466542,1.548863,0,0,0,7.146428,1893.960708,0.000025,0.519495,0.000000,64.009445,0.000025,0.519495,547.436243,0.707584,734.217483,734.181741,0.044926,0.999951,0,0.000000,0.311116
reserve_descent_5,2914.633274,47.382019,0.519495,0.000000,102.612453,29.828000,0.000000,33.987058,931.811261,1.548739,0,0,0,6.894541,1896.214841,0.000025,0.519495,0.000000,61.730854,0.000025,0.519495,547.436243,0.707584,734.217483,734.181741,0.044713,0.999951,0,0.000000,0.331218
reserve_descent_5,2963.465247,48.242987,0.519495,0.000000,105.126463,29.828000,0.000000,34.787693,944.265200,1.497009,0,0,0,7.066737,1930.991561,0.000025,0.519495,0.000000,63.272033,0.000025,0.519495,548.926914,0.707590,734.211130,734.175388,0.044810,0.999951,0,0.000000,0.330913
reserve_descent_5,3028.641075,49.196272,0.519495,0.000000,113.047009,29.828000,0.000000,39.062801,960.816980,1.393967,0,0,0,7.460148,1972.751390,0.000025,0.519495,0.000000,66.524061,0.000025,0.519495,551.896094,0.707603,734.198427,734.162685,0.046421,0.999951,0,0.000000,0.345545
reserve_descent_5,3058.848192,49.672439,0.519495,0.000000,116.874110,29.828000,0.000000,41.029511,967.937449,1.342580,0,0,0,7.658677,1992.538492,0.000025,0.519495,0.000000,68.185922,0.000025,0.519495,553.376716,0.707609,734.192078,734.156336,0.047194,0.999951,0,0.000000,0.351057
reserve_descent_6,3062.202326,46.285001,0.519495,0.000000,116.329614,29.828000,0.000000,42.503326,966.035607,1.342488,0,0,0,7.447007,1994.951618,0.000025,0.519495,0.000000,66.379280,0.000025,0.519495,553.376716,0.707609,734.192078,734.156336,0.047019,0.999951,0,0.000000,0.365370
reserve_descent_6,3090.262858,46.716842,0.519495,0.000000,119.295922,29.828000,0.000000,43.914540,972.636236,1.299455,0,0,0,7.609650,2013.920087,0.000025,0.519495,0.000000,67.771732,0.000025,0.519495,554.616544,0.707614,734.186472,734.150729,0.047537,0.999951,0,0.000000,0.368114
reserve_descent_6,3145.631596,47.487254,0.519495,0.000000,125.238287,29.828000,0.000000,46.682270,986.316987,1.213519,0,0,0,7.940562,2050.522057,0.000025,0.519495,0.000000,70.615454,0.000025,0.519495,557.092230,0.707625,734.175263,734.139519,0.048563,0.999951,0,0.000000,0.372748
reserve_descent_6,3173.322999,47.861107,0.519496,0.000000,128.377041,29.828000,0.000000,48.192493,993.230891,1.170603,0,0,0,8.111245,2068.577570,0.000025,0.519496,0.000000,72.073303,0.000025,0.519496,558.328413,0.707630,734.169660,734.133916,0.049114,0.999951,0,0.000000,0.375398
reserve_descent_7,4117.691608,27.309009,0.519496,0.000000,296.798554,29.828000,0.000000,210.955953,1292.832114,1.170137,0,0,0,7.998040,2524.371812,0.000025,0.519496,0.000000,77.844561,0.000025,0.519496,558.328413,0.707630,734.169660,734.133916,0.078800,0.999951,0,0.000000,0.710771
reserve_descent_7,4139.545956,27.469668,0.519496,0.000000,296.767659,29.828000,0.000000,210.334350,1297.614260,1.144347,0,0,0,8.054642,2541.661359,0.000025,0.519496,0.000000,78.378667,0.000025,0.519496,559.071270,0.707636,734.164363,734.128619,0.078376,0.999951,0,0.000000,0.708751
reserve_descent_7,4184.142672,27.795766,0.519496,0.000000,296.956133,29.828000,0.000000,209.282781,1307.443293,1.092760,0,0,0,8.172682,2576.618252,0.000025,0.519496,0.000000,79.500670,0.000025,0.519496,560.557063,0.707646,734.153772,734.118028,0.077585,0.999951,0,0.000000,0.704760
reserve_descent_7,4214.262782,27.999333,0.519496,0.000000,297.173709,29.828000,0.000000,208.851468,1315.050509,1.066963,0,0,0,8.234107,2599.142934,0.000025,0.519496,0.000000,80.088134,0.000025,0.519496,561.300000,0.707651,734.148479,734.112733,0.077082,0.999951,0,0.000000,0.702793
hold,7092.370307,145.705778,26.332576,227.842492,890.710416,29.828000,221.252685,726.029268,2545.563317,1.171794,0,0,0,192.207302,3770.802557,0.098471,0.000000,6.589806,193.726532,0.098471,0.000000,558.328413,36.002318,734.148479,731.413348,0.127180,0.996274,1,0.971077,0.652926
hold,7086.653372,145.632393,26.337928,227.842492,889.621280,29.828000,221.252685,725.015181,2543.203103,1.171794,0,0,0,192.103542,3768.461588,0.099291,0.000000,6.589806,193.755242,0.099291,0.000000,558.328413,36.162762,731.061939,728.316266,0.127131,0.996244,1,0.971077,0.652653
hold,7075.296918,145.486397,26.341465,227.842492,887.459815,29.828000,221.252685,723.002413,2538.516450,1.171794,0,0,0,191.896586,3763.807256,0.099833,0.000000,6.589806,193.813501,0.099833,0.000000,558.328413,36.470356,725.007951,722.270573,0.127034,0.996224,1,0.971077,0.652110
hold,7069.658906,145.413818,26.333327,227.842492,886.387750,29.828000,221.252685,722.003979,2536.190540,1.171794,0,0,0,191.793424,3761.494639,0.098586,0.000000,6.589806,193.843032,0.098586,0.000000,558.328413,36.865656,716.979320,714.305121,0.126986,0.996270,1,0.971077,0.651840
