mission_phase,B_Fuel_kW,B_Eng_Air_kW,W_Bat_Power_out_kW,W_Electric_Motor_in_kW,W_Mec_Engine_out_kW,W_Mec_Hydraulic_Electric_MT_kW,W_Mec_Motor_out_kW,B_Thrust_kW,B_Eng_Gases_kW,B_Bleed_MT_kW,B_Bat_Heat_kW,B_Inverter_Heat_kW,B_Motor_Heat_kW,B_Prop_Air_kW,B_Dest_Engine_kW,B_Dest_Bat_kW,B_Dest_Inverter_kW,B_Dest_Motor_kW,B_Dest_Prop_kW,P_dissipada_Bat_kW,P_loss_Inv_kW,T0_env_K,I_bat_A,Voc_bat_V,Vload_bat_V,eta_ex_engine,eta_ex_bat,eta_ex_inverter,eta_ex_motor,eta_ex_prop
climb_8,7671.343681,116.707758,26.250526,227.842492,1115.394885,29.828000,221.252685,943.049735,3018.921235,2.099042,0,0,0,222.577101,3621.808277,0.085898,0.000000,6.589806,171.020734,0.085898,0.000000,531.603311,33.922145,776.378495,773.846287,0.147049,0.996738,1,0.971077,0.705534
climb_8,7571.829019,115.223015,26.252634,227.842492,1099.699059,29.828000,221.252685,929.255888,2984.455667,2.135076,0,0,0,222.625711,3570.934232,0.086221,0.000000,6.589806,169.070146,0.086221,0.000000,530.566020,33.956881,775.655920,773.116786,0.146939,0.996726,1,0.971077,0.703475
climb_8,7381.815135,112.381926,26.256550,227.842492,1069.156177,29.828000,221.252685,902.392488,2918.370354,2.203783,0,0,0,222.721194,3474.638747,0.086821,0.000000,6.589806,165.295180,0.086821,0.000000,528.588534,34.025123,774.232959,771.681283,0.146645,0.996704,1,0.971077,0.699307
climb_8,7291.603652,111.026586,26.258375,227.842492,1054.622541,29.828000,221.252685,889.597000,2886.921865,2.236505,0,0,0,222.773463,3429.021328,0.087101,0.000000,6.589806,163.504763,0.087101,0.000000,527.646970,34.058655,773.532475,770.975100,0.146495,0.996694,1,0.971077,0.697245
cruise,6108.335383,144.185318,26.258384,227.842492,856.018249,29.828000,221.252685,713.695241,2388.718294,2.238074,0,0,0,206.584992,2975.718084,0.087102,0.000000,6.589806,156.990702,0.087102,0.000000,527.646970,34.058669,773.532475,770.975059,0.141678,0.996694,1,0.971077,0.662503
cruise,6100.074736,144.087001,26.276552,227.842492,854.535358,29.828000,221.252685,712.330065,2384.918201,2.238074,0,0,0,206.478800,2972.642103,0.089886,0.000000,6.589806,156.979179,0.089886,0.000000,527.646970,34.454922,765.244455,762.635653,0.141630,0.996591,1,0.971077,0.662147
cruise,6083.715855,143.889460,26.300909,227.842492,851.592114,29.828000,221.252685,709.619851,2377.410310,2.238074,0,0,0,206.266369,2966.536817,0.093619,0.000000,6.589806,156.958579,0.093619,0.000000,527.646970,35.110369,751.758781,749.092374,0.141534,0.996453,1,0.971077,0.661438
cruise,6075.721207,143.785730,26.310499,227.842492,850.131508,29.828000,221.252685,708.274585,2373.783479,2.238074,0,0,0,206.160123,2963.525876,0.095088,0.000000,6.589806,156.949484,0.095088,0.000000,527.646970,35.380099,746.340101,743.652489,0.141484,0.996399,1,0.971077,0.661084
descent_5,2397.242451,53.185719,0.519490,0.000000,57.006981,29.828000,0.000000,0.000000,816.586783,2.236505,0,0,0,3.396449,1544.769900,0.000024,0.519490,0.000000,53.610532,0.000024,0.519490,527.646970,0.696083,746.340101,746.304941,0.035437,0.999953,0,0.000000,0.000000
descent_5,2429.104301,54.085874,0.519490,0.000000,58.321513,29.828000,0.000000,0.000000,824.690666,2.202047,0,0,0,3.837811,1568.147948,0.000024,0.519490,0.000000,54.483702,0.000024,0.519490,528.638486,0.696088,746.335134,746.299973,0.035498,0.999953,0,0.000000,0.000000
descent_5,2480.044448,55.365498,0.519490,0.000000,63.921222,29.828000,0.000000,1.597383,837.978231,2.133321,0,0,0,6.008740,1601.549172,0.000024,0.519490,0.000000,56.315099,0.000024,0.519490,530.616536,0.696097,746.325201,746.290040,0.036976,0.999953,0,0.000000,0.024990
descent_5,2503.929189,55.956017,0.519490,0.000000,66.849634,29.828000,0.000000,3.467428,844.139493,2.099042,0,0,0,6.132818,1616.969037,0.000024,0.519490,0.000000,57.249389,0.000024,0.519490,531.603311,0.696102,746.320236,746.285074,0.037766,0.999953,0,0.000000,0.051869
descent_6,2503.755038,52.495593,0.519490,0.000000,66.290923,29.828000,0.000000,5.621866,840.860021,2.098864,0,0,0,5.887132,1617.172824,0.000024,0.519490,0.000000,54.781925,0.000024,0.519490,531.603311,0.696102,746.320236,746.285074,0.037602,0.999953,0,0.000000,0.084806
descent_6,2527.522810,53.049120,0.519490,0.000000,69.227928,29.828000,0.000000,7.510434,846.911282,2.064503,0,0,0,6.009952,1632.540218,0.000024,0.519490,0.000000,55.707543,0.000024,0.519490,532.592603,0.696106,746.315031,746.279869,0.038385,0.999953,0,0.000000,0.108488
descent_6,2587.882694,54.591806,0.519490,0.000000,72.718872,29.828000,0.000000,8.950672,862.111011,1.995812,0,0,0,6.223828,1675.820805,0.000024,0.519490,0.000000,57.544372,0.000024,0.519490,534.570629,0.696116,746.304623,746.269461,0.038807,0.999953,0,0.000000,0.123086
descent_6,2619.501701,55.406724,0.519490,0.000000,74.242775,29.828000,0.000000,9.436710,870.058039,1.961445,0,0,0,6.329242,1698.818167,0.000024,0.519490,0.000000,58.476823,0.000024,0.519490,535.560409,0.696121,746.299421,746.264258,0.038906,0.999953,0,0.000000,0.127106
descent_7,2619.700105,51.994605,0.519490,0.000000,73.665931,29.828000,0.000000,11.431422,866.947374,1.961291,0,0,0,6.093039,1699.292114,0.000024,0.519490,0.000000,56.141471,0.000024,0.519490,535.560409,0.696121,746.299421,746.264258,0.038737,0.999953,0,0.000000,0.155179
descent_7,2643.580187,52.493631,0.519490,0.000000,76.555257,29.828000,0.000000,13.240936,873.065564,1.926843,0,0,0,6.217400,1714.698154,0.000024,0.519490,0.000000,57.096921,0.000024,0.519490,536.552612,0.696126,746.293977,746.258813,0.039459,0.999953,0,0.000000,0.172959
descent_7,2689.691191,53.457050,0.519490,0.000000,82.199162,29.828000,0.000000,16.695610,884.712131,1.858155,0,0,0,6.467029,1744.550793,0.000024,0.519490,0.000000,59.036523,0.000024,0.519490,538.531285,0.696136,746.283091,746.247927,0.040839,0.999953,0,0.000000,0.203112
descent_7,2712.286675,53.930929,0.519490,0.000000,85.011033,29.828000,0.000000,18.395325,890.345872,1.823896,0,0,0,6.593190,1759.208803,0.000024,0.519490,0.000000,60.022518,0.000024,0.519490,539.518263,0.696141,746.277650,746.242486,0.041515,0.999953,0,0.000000,0.216387
descent_8,2712.998077,50.683147,0.519490,0.000000,84.486566,29.828000,0.000000,20.225174,887.562271,1.823766,0,0,0,6.372816,1759.980622,0.000024,0.519490,0.000000,57.888577,0.000024,0.519490,539.518263,0.696141,746.277650,746.242486,0.041363,0.999953,0,0.000000,0.239389
descent_8,2737.697533,51.189842,0.519490,0.000000,87.007833,29.828000,0.000000,21.650037,893.666661,1.789459,0,0,0,6.493855,1776.595423,0.000024,0.519490,0.000000,58.863941,0.000024,0.519490,540.506678,0.696147,746.271947,746.236783,0.041893,0.999953,0,0.000000,0.248829
descent_8,2801.099102,52.563358,0.519490,0.000000,90.238883,29.828000,0.000000,22.717999,909.610502,1.720725,0,0,0,6.713226,1822.264351,0.000024,0.519490,0.000000,60.807659,0.000024,0.519490,542.487140,0.696157,746.260544,746.225379,0.042075,0.999953,0,0.000000,0.251754
descent_8,2824.019092,52.963215,0.519490,0.000000,93.012352,29.828000,0.000000,24.342673,915.624884,1.686376,0,0,0,6.841526,1836.830695,0.000024,0.519490,0.000000,61.828153,0.000024,0.519490,543.476874,0.696163,746.254844,746.219679,0.042698,0.999953,0,0.000000,0.261714
descent_9,2825.175761,49.798404,0.519490,0.000000,92.473434,29.828000,0.000000,25.976296,913.052226,1.686264,0,0,0,6.633164,1837.934241,0.000024,0.519490,0.000000,59.863974,0.000024,0.519490,543.476874,0.696163,746.254844,746.219679,0.042540,0.999953,0,0.000000,0.280905
descent_9,2848.034047,50.173047,0.519490,0.000000,95.255498,29.828000,0.000000,27.608461,919.001901,1.651823,0,0,0,6.761072,1852.469872,0.000024,0.519490,0.000000,60.885965,0.000024,0.519490,544.469307,0.696168,746.248870,746.213705,0.043159,0.999953,0,0.000000,0.289836
descent_9,2890.649240,50.924364,0.519490,0.000000,100.634500,29.828000,0.000000,30.659733,929.379675,1.583133,0,0,0,7.017236,1880.148296,0.000024,0.519490,0.000000,62.957530,0.000024,0.519490,546.448708,0.696179,746.236926,746.201760,0.044351,0.999953,0,0.000000,0.304664
descent_9,2911.795336,51.300300,0.519490,0.000000,103.291523,29.828000,0.000000,32.135651,934.466542,1.548863,0,0,0,7.146428,1893.960708,0.000024,0.519490,0.000000,64.009445,0.000024,0.519490,547.436243,0.696185,746.230956,746.195789,0.044926,0.999953,0,0.000000,0.311116
descent_10,2914.633274,47.382019,0.519490,0.000000,102.612453,29.828000,0.000000,33.987058,931.811261,1.548739,0,0,0,6.894541,1896.214841,0.000024,0.519490,0.000000,61.730854,0.000024,0.519490,547.436243,0.696185,746.230956,746.195789,0.044713,0.999953,0,0.000000,0.331218
descent_10,2963.477807,48.243173,0.519490,0.000000,105.127969,29.828000,0.000000,34.788518,944.268394,1.496989,0,0,0,7.066811,1930.999628,0.000024,0.519490,0.000000,63.272640,0.000024,0.519490,548.927479,0.696194,746.221441,746.186275,0.044810,0.999953,0,0.000000,0.330916
descent_10,3028.653315,49.196450,0.519490,0.000000,113.048518,29.828000,0.000000,39.063603,960.820067,1.393948,0,0,0,7.460224,1972.759232,0.000024,0.519490,0.000000,66.524691,0.000024,0.519490,551.896660,0.696211,746.202420,746.167253,0.046421,0.999953,0,0.000000,0.345547
descent_10,3058.848192,49.672439,0.519490,0.000000,116.874110,29.828000,0.000000,41.029511,967.937449,1.342580,0,0,0,7.658677,1992.538492,0.000024,0.519490,0.000000,68.185922,0.000024,0.519490,553.376716,0.696220,746.192914,746.157746,0.047194,0.999953,0,0.000000,0.351057
descent_11,3062.202326,46.285001,0.519490,0.000000,116.329614,29.828000,0.000000,42.503326,966.035607,1.342488,0,0,0,7.447007,1994.951618,0.000024,0.519490,0.000000,66.379280,0.000024,0.519490,553.376716,0.696220,746.192914,746.157746,0.047019,0.999953,0,0.000000,0.365370
descent_11,3090.281218,46.717155,0.519490,0.000000,119.296308,29.828000,0.000000,43.914434,972.640954,1.299441,0,0,0,7.609696,2013.933670,0.000024,0.519490,0.000000,67.772178,0.000024,0.519490,554.616959,0.696228,746.184521,746.149352,0.047537,0.999953,0,0.000000,0.368112
descent_11,3145.639954,47.487364,0.519490,0.000000,125.239316,29.828000,0.000000,46.682765,986.319044,1.213505,0,0,0,7.940618,2050.527453,0.000024,0.519490,0.000000,70.615933,0.000024,0.519490,557.092638,0.696244,746.167741,746.132572,0.048563,0.999953,0,0.000000,0.372748
descent_11,3173.322999,47.861107,0.519490,0.000000,128.377041,29.828000,0.000000,48.192493,993.230891,1.170603,0,0,0,8.111245,2068.577570,0.000024,0.519490,0.000000,72.073303,0.000024,0.519490,558.328413,0.696252,746.159354,746.124185,0.049114,0.999953,0,0.000000,0.375398
descent_12,4134.588928,27.755170,0.519490,0.000000,301.855284,29.828000,0.000000,215.208301,1299.484024,1.170140,0,0,0,8.129893,2530.006650,0.000024,0.519490,0.000000,78.517090,0.000024,0.519490,558.328413,0.696252,746.159354,746.124185,0.079687,0.999953,0,0.000000,0.712952
descent_12,4156.667759,27.919374,0.519490,0.000000,301.815330,29.828000,0.000000,214.573906,1304.334456,1.144351,0,0,0,8.187066,2547.464997,0.000024,0.519490,0.000000,79.054357,0.000024,0.519490,559.071270,0.696259,746.151487,746.116317,0.079254,0.999953,0,0.000000,0.710944
descent_12,4201.692613,28.252448,0.519490,0.000000,301.990111,29.828000,0.000000,213.500527,1314.294035,1.092764,0,0,0,8.306328,2582.740151,0.000024,0.519490,0.000000,80.183256,0.000024,0.519490,560.557063,0.696274,746.135759,746.100588,0.078445,0.999953,0,0.000000,0.706979
descent_12,4229.431699,28.446460,0.519490,0.000000,302.203063,29.828000,0.000000,213.060211,1321.066188,1.066966,0,0,0,8.368403,2603.713941,0.000024,0.519490,0.000000,80.774448,0.000024,0.519490,561.300000,0.696281,746.127897,746.092726,0.077980,0.999953,0,0.000000,0.705023
reserve_climb_1,10681.526789,99.153876,26.310877,227.842492,1546.189152,29.828000,221.252685,1282.771800,3960.667737,1.067330,0,0,0,220.714179,5242.928445,0.095146,0.000000,6.589806,263.955858,0.095146,0.000000,561.300000,35.390747,746.127897,743.439454,0.146189,0.996397,1,0.971077,0.725779
reserve_climb_1,10595.632181,98.392262,26.311102,227.842492,1534.736773,29.828000,221.252685,1273.027061,3932.801700,1.093521,0,0,0,220.710304,5195.564449,0.095180,0.000000,6.589806,262.252093,0.095180,0.000000,560.545787,35.397081,746.001718,743.312782,0.146303,0.996396,1,0.971077,0.724963
reserve_climb_1,10426.963847,96.896397,26.311550,227.842492,1512.176469,29.828000,221.252685,1253.820638,3877.931262,1.145109,0,0,0,220.712481,5102.779404,0.095249,0.000000,6.589806,258.896036,0.095249,0.000000,559.060030,35.409685,745.750752,743.060835,0.146525,0.996393,1,0.971077,0.723318
reserve_climb_1,10344.170984,96.161978,26.311773,227.842492,1501.067435,29.828000,221.252685,1244.358333,3850.923810,1.170510,0,0,0,220.718428,5057.343207,0.095283,0.000000,6.589806,257.243360,0.095283,0.000000,558.328413,35.415956,745.625960,742.935556,0.146633,0.996392,1,0.971077,0.722490
reserve_climb_2,10359.483314,104.944258,26.311773,227.842492,1505.335283,29.828000,221.252685,1256.740075,3865.592981,1.170603,0,0,0,221.649911,5062.500705,0.095283,0.000000,6.589806,248.197982,0.095283,0.000000,558.328413,35.415956,745.625960,742.935556,0.146703,0.996392,1,0.971077,0.727875
reserve_climb_2,10216.452560,103.561117,26.312171,227.842492,1485.536404,29.828000,221.252685,1239.803343,3818.759265,1.214792,0,0,0,221.643427,4984.675216,0.095344,0.000000,6.589806,245.342319,0.095344,0.000000,557.055585,35.427163,745.403041,742.711766,0.146837,0.996390,1,0.971077,0.726395
reserve_climb_2,9938.004421,100.868211,26.312960,227.842492,1446.399127,29.828000,221.252685,1206.311288,3727.059591,1.300745,0,0,0,221.654019,4834.285170,0.095465,0.000000,6.589806,239.686505,0.095465,0.000000,554.579401,35.449378,744.961599,742.268598,0.147051,0.996385,1,0.971077,0.723359
reserve_climb_2,9801.674033,99.511947,26.313352,227.842492,1426.730674,29.828000,221.252685,1189.483985,3682.406642,1.342488,0,0,0,221.668073,4760.878176,0.095525,0.000000,6.589806,236.831301,0.095525,0.000000,553.376716,35.460387,744.743055,742.049200,0.147110,0.996383,1,0.971077,0.721782
reserve_climb_3,9814.942131,106.978646,26.313352,227.842492,1430.293623,29.828000,221.252685,1198.711215,3694.788173,1.342580,0,0,0,222.209748,4765.668401,0.095525,0.000000,6.589806,230.625345,0.095525,0.000000,553.376716,35.460387,744.743055,742.049200,0.147161,0.996383,1,0.971077,0.725811
reserve_climb_3,9642.899019,105.116064,26.313870,227.842492,1405.281015,29.828000,221.252685,1177.217047,3638.560403,1.396009,0,0,0,222.216459,4672.949656,0.095605,0.000000,6.589806,227.100194,0.095605,0.000000,551.837269,35.474978,744.453600,741.758613,0.147221,0.996380,1,0.971077,0.723758
reserve_climb_3,9332.897733,101.791002,26.314895,227.842492,1360.393368,29.828000,221.252685,1138.532778,3537.235649,1.499068,0,0,0,222.302537,4505.732651,0.095762,0.000000,6.589806,220.810738,0.095762,0.000000,548.867588,35.503813,743.882273,741.185051,0.147352,0.996374,1,0.971077,0.719840
reserve_climb_3,9184.548861,100.193939,26.315402,227.842492,1338.842648,29.828000,221.252685,1119.938977,3488.550983,1.548739,0,0,0,222.364739,4425.972430,0.095839,0.000000,6.589806,217.791617,0.095839,0.000000,547.436243,35.518059,743.600351,740.902026,0.147411,0.996371,1,0.971077,0.717866
reserve_climb_4,9198.439755,108.678814,26.315402,227.842492,1342.690459,29.828000,221.252685,1129.095351,3502.339097,1.548863,0,0,0,222.689672,4430.712151,0.095839,0.000000,6.589806,212.158121,0.095839,0.000000,547.436243,35.518059,743.600351,740.902026,0.147470,0.996371,1,0.971077,0.721954
reserve_climb_4,9093.660869,107.454312,26.315776,227.842492,1327.435355,29.828000,221.252685,1115.883541,3467.807107,1.584130,0,0,0,222.722359,4374.460590,0.095897,0.000000,6.589806,210.082141,0.095897,0.000000,546.419976,35.528585,743.392184,740.693043,0.147511,0.996369,1,0.971077,0.720535
reserve_climb_4,8889.761297,105.074399,26.316518,227.842492,1297.644105,29.828000,221.252685,1090.064333,3400.268734,1.652849,0,0,0,222.803750,4265.442008,0.096010,0.000000,6.589806,206.028708,0.096010,0.000000,544.439740,35.549453,742.979895,740.279139,0.147582,0.996365,1,0.971077,0.717668
reserve_climb_4,8788.729881,103.898836,26.316886,227.842492,1282.329696,29.828000,221.252685,1076.800142,3366.503687,1.686264,0,0,0,222.843760,4212.281070,0.096067,0.000000,6.589806,203.938479,0.096067,0.000000,543.476874,35.559794,742.775754,740.074198,0.147556,0.996363,1,0.971077,0.716156
reserve_climb_5,8799.358718,110.638885,26.316886,227.842492,1285.150781,29.828000,221.252685,1083.061546,3377.353307,1.686376,0,0,0,222.901469,4215.979139,0.096067,0.000000,6.589806,200.440451,0.096067,0.000000,543.476874,35.559794,742.775754,740.074198,0.147585,0.996363,1,0.971077,0.718972
reserve_climb_5,8692.304906,109.313537,26.317292,227.842492,1268.745305,29.828000,221.252685,1068.815527,3341.410746,1.721840,0,0,0,222.929861,4159.912552,0.096129,0.000000,6.589806,198.252602,0.096129,0.000000,542.455013,35.571195,742.550831,739.848394,0.147538,0.996361,1,0.971077,0.717327
reserve_climb_5,8486.010241,106.749639,26.318095,227.842492,1237.059576,29.828000,221.252685,1041.279271,3271.985881,1.790508,0,0,0,223.004468,4052.095916,0.096252,0.000000,6.589806,194.028522,0.096252,0.000000,540.476456,35.593775,742.105808,739.401628,0.147437,0.996356,1,0.971077,0.714030
reserve_climb_5,8389.493281,105.549794,26.318493,227.842492,1222.212159,29.828000,221.252685,1028.358215,3239.527947,1.823766,0,0,0,223.055588,4001.651204,0.096313,0.000000,6.589806,192.051042,0.096313,0.000000,539.518263,35.604954,741.885681,739.180637,0.147385,0.996354,1,0.971077,0.712423
reserve_cruise,5177.788017,80.982127,26.318493,227.842492,618.674230,29.828000,221.252685,493.549686,1853.763955,1.823818,0,0,0,191.175497,2754.680142,0.096313,0.000000,6.589806,155.201732,0.096313,0.000000,539.518263,35.604954,741.885681,739.180637,0.123318,0.996354,1,0.971077,0.587610
