segment;time;altitude_m;mach_number;velocity_m_s;pressure_Pa;temperature_C;mdot_fuel_kg_s;mdot_air_kg_s;AFR_esteq;AFR_real_adjusted;excesso_ar;phi;B_Fuel_kW;B_Air_kW;W_Mec_Engine_kW;W_Mec_Hydraulic_kW;W_Electric_kW_aux_engine;W_Aux_Engine_kW;mdot_bleed_kg_s;P_bleed_Pa;T_estag_bleed_K;P_estag_bleed_Pa;T_bleed_K;B_Bleed_kW;B_Perda_Dest_Engine_kW;P_mec_MTRB_kW;eta_emotor_MTRB;W_Entrada_CT_kW;W_Gearbox_out_kW;B_Perda_Dest_Gearbox_kW;W_Prop_SysTermico_in_kW;thrust_turboprop_N;B_Thrust_Engine_kW;B_Perda_Dest_Prop_SysTermico_kW;B_Quim_Bat_kW;W_Bat_Power_kW;Q_Bat_Heat_kW;B_Bat_Heat_kW;B_Dest_Bat_kW;Ex_inverter_in_kW;Ex_inverter_out_kW;Q_heat_inverter_kW;B_Inverter_Heat_kW;B_Dest_Inverter_kW;eta_ex_inverter;W_El_MTRB_in_kW;W_El_MTRB_out_kW;P_loss_Motor_MTRB_kW;B_Motor_MTRB_Heat_kW;B_Dest_Motor_MTRB_kW;W_El_WTP_in_kW;P_mec_WTPmotor_kW;P_loss_Motor_WTP_kW;B_Motor_WTP_Heat_kW;B_Dest_Motor_WTP_kW;B_Thrust_Motor_WTP_kW;B_Perda_Dest_WTP_kW;B_Thrust_Total_kW;eta_ex_engine;eta_ex_gearbox;eta_ex_prop_SysTermico;eta_ex_bat;eta_ex_motor_MTRB;eta_ex_motor_WTP;eta_ex_prop_WTP;eta_ex_total
climb_3;234,754914;1913,244144;0,267366712;88,99888889;80360,97012;275,7176466;0,212043177;8,916620523;13,39410029;42,05096645;2,13951408;0,32502105;9684,648023;98,28047273;1411,665629;14,914;14,914;29,828;0,10394825;172369,7;988,8079126;16,50190412;13911,58943;1307,199814;7034,235053;168,1884201;0,970731783;1579,854049;1548,256968;31,59708098;1548,256968;11822,63823;1052,201666;496,0553019;14,90465427;14,8820418;0,025557642;0,00122422;0,021388247;15,66530716;14,8820418;0,783265358;0,102715842;0,680549516;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;190,6796726;185,0832376;5,596435044;1,405609706;4,190825338;129,7469163;55,33632124;1181,948583;0,280968367;0,98;0,679604024;0,952882859;0,970731783;0,97065007;0,701019271;0,257095253
climb_3;261,8427493;2133,6;0,268063451;88,99888889;78192,31283;274,2862429;0,208672559;8,761572878;13,39410029;41,98718279;2,134752009;0,325514797;9530,701787;116,0209198;1389,30177;14,914;14,914;29,828;0,10394825;172369,7;987,250021;16,21295738;13959,9518;1312,144041;6915,448896;168,1884201;0,970731783;1557,49019;1526,340386;31,1498038;1526,340386;11609,34233;1033,218568;493,1218182;14,90898795;14,88460926;0,025739596;0,001232936;0,023145751;15,66800975;14,88460926;0,783400487;0,102733562;0,680666925;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;191,0399783;185,4329683;5,607009991;1,408265727;4,198744264;129,5022108;55,93075754;1162,720779;0,283129711;0,98;0,676925394;0,952764833;0,970731783;0,97065007;0,698377489;0,259241182
climb_4;261,8427493;2133,6;0,278909949;92,6;78192,31283;274,2862429;0,208988159;8,778624768;13,39410029;42,00536915;2,136109798;0,325373864;9545,116186;110,5065015;1393,2946;14,914;14,914;29,828;0,10394825;172369,7;987,5950035;16,24518905;13956,90795;1311,832849;6920,667239;168,1884201;0,970731783;1561,48302;1530,25336;31,2296604;1530,25336;11251,93968;1041,929614;488,3237453;14,90898795;14,88462217;0,02574051;0,00123298;0,023132797;15,66802334;14,88462217;0,783401167;0,102733651;0,680667515;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,3813779;183,8230477;5,558330185;1,396039228;4,162290957;130,63639;53,18665774;1172,566004;0,283250033;0,98;0,680886997;0,952765699;0,970731783;0,97065007;0,710663824;0,259988482
climb_4;281,9439345;2290,04543;0,279428049;92,6;76681,68798;273,2700533;0,206607768;8,669008142;13,39410029;41,95877157;2,132630835;0,32573521;9436,396588;122,8098765;1377,465757;14,914;14,914;29,828;0,10394825;172369,7;986,4948872;16,04426261;13991,02256;1315,320694;6836,592014;168,1884201;0,970731783;1545,654177;1514,741094;30,91308354;1514,741094;11106,17046;1028,431385;486,309709;14,91134314;14,88643419;0,025868926;0,001239131;0,023669817;15,66993073;14,88643419;0,783496536;0,102746158;0,680750378;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,6220415;184,0566479;5,565393645;1,397813298;4,167580348;130,4705894;53,58605848;1158,901974;0,284815948;0,98;0,678948626;0,95272953;0,970731783;0,97065007;0,708861054;0,261543749
climb_4;322,1463047;2594,926507;0,280446;92,6;73805,87717;271,2898449;0,201975247;8,456443034;13,39410029;41,86870995;2,125906858;0,326435882;9224,815456;145,8593027;1346,552186;14,914;14,914;29,828;0,10394825;172369,7;984,3456046;15,65209671;14059,59674;1322,332212;6671,962361;168,1884201;0,970731783;1514,740606;1484,445794;30,29481212;1484,445794;10821,54326;1002,074906;482,3708881;14,91415076;14,8898395;0,026110257;0,001250691;0,023060567;15,67351526;14,8898395;0,783675763;0,102769661;0,680906102;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;190,1125481;184,5327581;5,579789979;1,401429104;4,178360875;130,1339641;54,39879398;1132,20887;0,287995525;0,98;0,675049847;0,95276992;0,970731783;0,97065007;0,705207929;0,264700394
climb_4;342,2474899;2743,2;0,280945065;92,6;72439,29491;270,3268742;0,199679568;8,351862549;13,39410029;41,82632521;2,122742424;0,326766676;9119,964909;156,5960914;1330,658923;14,914;14,914;29,828;0,10394825;172369,7;983,2685116;15,45515706;14095,11296;1325,963938;6590,11014;168,1884201;0,970731783;1498,847343;1468,870396;29,97694686;1468,870396;10675,40403;988,5424132;480,3279831;14,91681296;14,89144034;0,026223707;0,001256125;0,0241165;15,67520036;14,89144034;0,783760018;0,10278071;0,680979307;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;190,3615728;184,774474;5,587098838;1,403264809;4,183834028;129,9637273;54,81074672;1118,50614;0,289595558;0,98;0,672994987;0,952699059;0,970731783;0,97065007;0,703364077;0,266297582
climb_5;342,2474899;2743,2;0,289685578;95,48088889;72439,29491;270,3268742;0,199921055;8,36496942;13,39410029;41,84136293;2,123865137;0,326649237;9130,994345;152,3098806;1333,58633;14,914;14,914;29,828;0,10394825;172369,7;983,5351125;15,47900516;14092,72501;1325,719751;6594,170145;168,1884201;0,970731783;1501,77475;1471,739255;30,035495;1471,739255;10415,11869;994,4447904;477,2944647;14,91681296;14,89144818;0,026224263;0,001256152;0,024108633;15,67520861;14,89144818;0,783760431;0,102780765;0,680979666;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,1188561;183,5682309;5,550625188;1,394104028;4,15652116;130,8177303;52,75050054;1125,262521;0,289674238;0,98;0,675693597;0,952699584;0,970731783;0,97065007;0,712638182;0,266804829
climb_5;364,4858323;2900,510707;0,290234522;95,48088889;71011,96236;269,3052598;0,197489385;8,25428115;13,39410029;41,79607501;2,120483952;0,327003176;9019,932681;163,4605449;1316,566672;14,914;14,914;29,828;0,10394825;172369,7;982,3928433;15,26916611;14131,35916;1329,670512;6507,328042;168,1884201;0,970731783;1484,755092;1455,05999;29,69510184;1455,05999;10262,84477;979,9055412;475,1544491;14,91859123;14,8931453;0,026344536;0,001261913;0,024184022;15,67699505;14,8931453;0,783849753;0,102792478;0,681057275;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,3710969;183,8130685;5,558028439;1,395963441;4,162064998;130,6434822;53,16958628;1110,549023;0,291402657;0,98;0,673446832;0,952694347;0,970731783;0,97065007;0,71074099;0,268532703
climb_5;408,9625172;3205,197157;0,291306598;95,48088889;68312,39643;267,3266945;0,192802355;8,04065922;13,39410029;41,7041546;2,113621199;0,327723926;8805,86196;184,1185754;1283,686599;14,914;14,914;29,828;0,10394825;172369,7;980,2042523;14,87521488;14205,57364;1337,260401;6339,205536;168,1884201;0,970731783;1451,875019;1422,837519;29,03750038;1422,837519;9968,711197;951,8214062;471,0161125;14,92121595;14,89632523;0,026569894;0,001272708;0,023618009;15,68034235;14,89632523;0,784017117;0,102814426;0,681202691;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,8816448;184,3086318;5,573012984;1,399726983;4,173286001;130,292212;54,01641981;1082,113618;0,294858814;0,98;0,668960014;0,952731857;0,970731783;0,97065007;0,706924091;0,271985424
climb_5;431,2008597;3352,8;0,291830209;95,48088889;67034,92642;266,3682628;0,19060893;7,940601686;13,39410029;41,65912734;2,110259475;0,328078146;8705,68166;193,7569339;1268,275639;14,914;14,914;29,828;0,10394825;172369,7;979,1441567;14,6906085;14240,93129;1340,876714;6260,458241;168,1884201;0,970731783;1436,464059;1407,734778;28,72928118;1407,734778;9830,806218;938,6541162;469,0806617;14,92369946;14,89781621;0,026675558;0,001277769;0,024605483;15,6819118;14,89781621;0,78409559;0,102824717;0,681270873;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;190,1396231;184,5590385;5,580584629;1,40162869;4,178955939;130,1154338;54,44360475;1068,76955;0,296533352;0,98;0,666783354;0,952665628;0,970731783;0,97065007;0,705007107;0,273656621
climb_6;431,2008597;3352,8;0,300949903;98,46466667;67034,92642;266,3682628;0,190823404;7,95245946;13,39410029;41,67444503;2,11140309;0,327957559;8715,477331;189,444799;1271,024688;14,914;14,914;29,828;0,10394825;172369,7;979,4257081;14,71346106;14238,70131;1340,64863;6263,420812;168,1884201;0,970731783;1439,213108;1410,428846;28,78426216;1410,428846;9585,186876;943,8022307;466,6266152;14,92369946;14,89782308;0,026676045;0,001277792;0,024598589;15,68191903;14,89782308;0,784095952;0,102824764;0,681271187;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;188,9115738;183,3670324;5,544541468;1,392576031;4,151965437;130,9612694;52,40576297;1074,7635;0,296633848;0,98;0,669159762;0,952666088;0,970731783;0,97065007;0,714202917;0,274134798
climb_6;456,0550031;3510,073619;0,301528444;98,46466667;65695,17883;265,3470846;0,188654081;7,853200315;13,39410029;41,62751356;2,107899199;0,328327303;8616,397842;199,6676497;1255,775246;14,914;14,914;29,828;0,10394825;172369,7;978,2838788;14,52455661;14274,70673;1344,331382;6186,130863;168,1884201;0,970731783;1423,963666;1395,484393;28,47927332;1395,484393;9452,345939;930,7220921;464,7623006;14,92536291;14,899417;0,026789005;0,001283203;0,024662704;15,68359684;14,899417;0,784179842;0,102835765;0,681344077;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,1738454;183,6216062;5,552239119;1,394509386;4,157729734;130,7797041;52,84190215;1061,501796;0,298311603;0,98;0,666952706;0,952661623;0,970731783;0,97065007;0,712223941;0,275808368
climb_6;505,7632899;3814,852273;0,302659073;98,46466667;63160,7928;263,3682991;0,184430447;7,660835627;13,39410029;41,53780328;2,101201453;0,3290364;8423,491806;218,6191441;1226,089387;14,914;14,914;29,828;0,10394825;172369,7;976,0747286;14,15763535;14346,97263;1351,72357;6034,469993;168,1884201;0,970731783;1394,277807;1366,392251;27,88555614;1366,392251;9193,782053;905,2626853;461,1295657;14,92782366;14,90239566;0,027000099;0,001293315;0,02413469;15,68673227;14,90239566;0,784336614;0,102856324;0,68148029;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,704645;184,1368269;5,567818051;1,398422215;4,169395835;130,4137784;53,72304855;1035,676464;0,301736575;0,98;0,662520359;0,952696603;0,970731783;0,97065007;0,708243867;0,279221117
climb_6;530,6174333;3962,4;0,303210976;98,46466667;61962,71662;262,4104086;0,182369203;7,56744679;13,39410029;41,4952013;2,098020801;0,329374213;8329,348609;227,377975;1211,617687;14,914;14,914;29,828;0,10394825;172369,7;975,0078335;13,97936943;14383,26996;1355,436778;5959,844119;168,1884201;0,970731783;1379,806107;1352,209985;27,59612214;1352,209985;9067,75742;892,8537118;459,3562732;14,93014762;14,90378922;0,02709886;0,001298045;0,025060357;15,68819918;14,90378922;0,784409959;0,102865942;0,681544016;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,9725275;184,3968471;5,575680384;1,400396932;4,175283452;130,2298804;54,16696675;1023,083592;0,303490177;0,98;0,660292204;0,952634552;0,970731783;0,97065007;0,706247869;0,280966498
climb_7;530,6174333;3962,4;0,31287444;101,6027778;61962,71662;262,4104086;0,182617628;7,580598384;13,39410029;41,51077017;2,099183168;0,329250679;8340,694924;223,0143571;1214,61041;14,914;14,914;29,828;0,10394825;172369,7;975,3042549;14,0040907;14380,3815;1355,141282;5964,129589;168,1884201;0,970731783;1382,79883;1355,142853;27,6559766;1355,142853;8835,474516;897,708754;457,4340995;14,93014762;14,90379513;0,027099278;0,001298065;0,025054427;15,6882054;14,90379513;0,78441027;0,102865983;0,681544287;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;188,7378305;183,1983884;5,539442113;1,391295269;4,148146844;131,0818263;52,11656202;1028,79058;0,303557677;0,98;0,662445846;0,952634948;0,970731783;0,97065007;0,715518447;0,281368611
climb_7;558,7550357;4120,429196;0,313487827;101,6027778;60700,06934;261,3845207;0,180414476;7,480565553;13,39410029;41,46322246;2,095633269;0,329628246;8240,070362;232,1824486;1199,191068;14,914;14,914;29,828;0,10394825;172369,7;974,1659913;13,8198568;14418,04916;1358,994867;5884,238876;168,1884201;0,970731783;1367,379488;1340,031898;27,34758976;1340,031898;8705,008251;884,4530191;455,5788793;14,93171181;14,905302;0,027206069;0,001303181;0,025106627;15,68979158;14,905302;0,784489579;0,102876384;0,681613195;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,0111538;183,4636896;5,547464132;1,393310092;4,15415404;130,892273;52,57141668;1015,345292;0,305469394;0,98;0,660023855;0,952631294;0,970731783;0,97065007;0,713450565;0,283270401
climb_7;615,0302405;4425,191107;0,314680926;101,6027778;58324,03249;259,4062228;0,176119747;7,2867734;13,39410029;41,37397154;2,088969818;0,330339312;8043,917205;248,9646808;1169,050852;14,914;14,914;29,828;0,10394825;172369,7;971,9258846;13,46433977;14492,40753;1366,602714;5727,400319;168,1884201;0,970731783;1337,239272;1310,494487;26,74478544;1310,494487;8450,024758;858,5459879;451,9484988;14,93403468;14,90811218;0,027405223;0,00131272;0,024609778;15,69274966;14,90811218;0,784637483;0,10289578;0,681741704;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,5614466;183,9978314;5,563615188;1,397366618;4,16624857;130,5122954;53,48553597;989,0582833;0,309359473;0,98;0,655131324;0,9526642;0,970731783;0,97065007;0,709314313;0,287137922
climb_7;643,1678429;4572;0,315260503;101,6027778;57206,73029;258,4533111;0,1740451;7,193587685;13,39410029;41,33174496;2,085817193;0,330676803;7949,161852;256,6437587;1154,448938;14,914;14,914;29,828;0,10394825;172369,7;970,838052;13,29230038;14529,47325;1370,395336;5651,133337;168,1884201;0,970731783;1322,637358;1296,184611;26,45274716;1296,184611;8326,508038;845,996346;450,1882649;14,93622605;14,90942505;0,027498265;0,001317177;0,025483825;15,69413163;14,90942505;0,784706582;0,102904841;0,681801741;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,8376727;184,2659502;5,571722404;1,399402839;4,172319565;130,3223917;53,94355854;976,3187377;0,311324981;0,98;0,652681986;0,952605638;0,970731783;0,97065007;0,707251619;0,289090951
climb_8;643,1678429;4572;0,325316914;104,8437778;57206,73029;258,4533111;0,174292601;7,206787243;13,39410029;41,34878476;2,08708938;0,330540531;7960,465965;252,2932635;1157,43257;14,914;14,914;29,828;0,10394825;172369,7;971,1327548;13,31679716;14526,23997;1370,064493;5655,434166;168,1884201;0,970731783;1325,62099;1299,10857;26,5124198;1299,10857;8110,419787;850,32705;448,7815203;14,93622605;14,90942999;0,027498615;0,001317194;0,025478868;15,69413683;14,90942999;0,784706842;0,102904875;0,681801967;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;188,6156542;183,079798;5,535856248;1,390394637;4,145461611;131,166735;51,91306293;981,493785;0,311384395;0,98;0,654546563;0,952605968;0,970731783;0,97065007;0,716445706;0,289435394
climb_8;675,8184602;4731,34718;0,32596978;104,8437778;56013,7414;257,4190653;0,172038287;7,105505782;13,39410029;41,30188638;2,083587959;0,330915861;7857,504682;260,4097916;1141,194009;14,914;14,914;29,828;0,10394825;172369,7;969,9530042;13,12784818;14567,95246;1374,332801;5572,559664;168,1884201;0,970731783;1309,382429;1283,194781;26,18764858;1283,194781;7976,998557;836,3386642;446,8561163;14,93771789;14,91088347;0,027601622;0,001322128;0,025512287;15,69566681;14,91088347;0,784783341;0,102914907;0,681868434;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;188,9012584;183,3570197;5,544238712;1,39249999;4,151738721;130,9684208;52,38859889;967,307085;0,313547872;0,98;0,651762832;0,95260358;0,970731783;0,97065007;0,714280921;0,29159117
climb_8;741,1196949;5036,054952;0,327229137;104,8437778;53788,72993;255,4414978;0,167720978;6,911757898;13,39410029;41,20985926;2,076717239;0,33165484;7660,320228;275,0468923;1109,498661;14,914;14,914;29,828;0,10394825;172369,7;967,7020894;12,7646583;14651,11729;1382,843559;5413,196901;168,1884201;0,970731783;1277,687081;1252,133339;25,55374162;1252,133339;7716,592862;809,0367474;443,0965921;14,93995534;14,91358952;0,027793397;0,001331314;0,025034505;15,69851528;14,91358952;0,784925764;0,102933584;0,68199218;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,4713347;183,9103643;5,560970411;1,396702351;4,16426806;130,5743667;53,33599756;939,6111141;0,317839135;0,98;0,646126672;0,952635214;0,970731783;0,97065007;0,709989169;0,295873185
climb_8;773,7703122;5181,6;0,327835806;104,8437778;52751,5767;254,4969704;0,165664924;6,819326557;13,39410029;41,16336996;2,07324636;0,332029406;7566,414074;281,6338316;1094,369801;14,914;14,914;29,828;0,10394825;172369,7;966,6421585;12,5976699;14690,23658;1386,847218;5337,002886;168,1884201;0,970731783;1262,558221;1237,307057;25,25116442;1237,307057;7592,296845;796,0050834;441,3019733;14,94206482;14,91485278;0,027882923;0,001335602;0,025876434;15,69984503;14,91485278;0,784992252;0,102942303;0,682049948;0,95;173,2594142;0;5,070994133;1,273639114;3,797355019;189,7549847;184,1856892;5,569295518;1,398793298;4,170502219;130,3791812;53,80650799;926,3842646;0,319957912;0,98;0,643336736;0,95257883;0,970731783;0,97065007;0,70786814;0,297985816
