;segment;time;altitude_m;mach_number;velocity_m_s;pressure_Pa;density_kg_m3;temperature_C;lift_coefficient;drag_coefficient;angle_of_attack_rad;flight_path_angle_rad;mass_kg;mass_flow_kg_s;CG_m;CG_percent;throttle;battery_energy;battery_voltage;battery_voltage_under_load;battery_voltage_open_circuit;state_of_charge;rpm;rpm_wtp;battery_resistive_losses;emotor_efficiency;emotorWTP_efficiency;combustion_engine_throttle;beta_propeller;eta_propeller;cp_propeller;ct_propeller;j_propeller;rpm_propeller;thrust_propeller;beta_propellerWTP;eta_propellerWTP;cp_propellerWTP;ct_propellerWTP;j_propellerWTP;rpm_propellerWTP;thrust_propellerWTP;power_WTP;propeller_rpm;battery_current;battery_draw;propeller_motor_torque;propeller_torque;battery_specfic_power;propeller_tip_mach;propeller_power_coefficient;gas_turbine_p3;gas_turbine_t3;gas_turbine_far;electric_throttle;electric_throttle_WTP;disc_loading;power_loading;propeller_thrust;power;heat_load_vcs;tms_mdot_air_vcs;heat_load_liquid;tms_mdot_air_liquid;thrust_turboprop;thrust_WTP;power_propeller_turboprop;power_turboshaft;power_motor_turboprop;power_propeller_WTP;propellerWTP_tip_mach;co_emissions_index;co2_emissions_index;nox_emissions_index;co_emissions_total;co2_emissions_total;nox_emissions_total;l_over_d;weight;lift;drag
10;climb_3;255,4198657;1913,460454;0,267367394;88,99888889;80358,81759;1,01533484;275,7162414;0,816657065;0,047305184;0,080031233;0,166030673;18209,26734;0,204338616;9,355737747;21,18301363;0,9;166544383,6;0;783,4544045;785,8399918;0,913212152;1041,601772;3169,005606;79,81084322;0,97107736;0,970962083;0,9;28,65264315;0,86039182;0,156542865;0,110921023;1,214271173;1041,601772;10784,44587;31,69998079;0,837244731;0,277261693;0,191173023;1,214271173;3169,005606;2008,019758;213451,9583;1041,601772;33,455428;-26210,80242;-87,02942109;10227,1781;97,60729459;0,691739587;0,156542865;16,50161164;715,6563722;0,02426602;-1;1;913,750226;0,022934966;25584,93127;2657989,053;262,5666938;0,018820852;8979,814382;0,186340646;10784,44587;2008,019758;1115542,568;1360373,018;227842,4916;213451,9583;0,691739587;1,929324052;3160;15,63191997;0,110566445;177,4108751;0,920630284;17,26358504;178632,9126;175641,4054;10174,09797
11;climb_3;284,5803774;2133,6;0,268063451;88,99888889;78192,31283;0,993111781;274,2862429;0,834611337;0,048199764;0,082465004;0,166323327;18203,35628;0,201093619;9,355469298;21,16992101;0,9;165777672,1;0;782,7849305;785,1852918;0,909008046;1041,601772;3169,005606;80,38528938;0,97107736;0,970962083;0,9;28,6625644;0,86039852;0,157003248;0,111248101;1,214271173;1041,601772;10579,50677;31,84590454;0,835666398;0,283466032;0,195082485;1,214271173;3169,005606;2004,234338;213451,9583;1041,601772;33,48882962;-26214,55117;-87,02942109;10032,75074;97,62125468;0,693540444;0,157003248;16,21295738;714,100021;0,024302849;-1;1;898,8412876;0,022997966;25167,48222;2615574,225;262,8539169;0,01772239;8979,814382;0,182494809;10579,50677;2004,234338;1094335,154;1338842,648;227842,4916;213451,9583;0,693540444;1,922850232;3160;15,46700196;0,12195126;196,0898401;1,012542691;17,31567272;178574,9251;175574,041;10139,60265
12;climb_4;284,5803774;2133,6;0,278909949;92,6;78192,31283;0,993111781;274,2862429;0,772523483;0,045296322;0,07395726;0,152540109;18203,35628;0,201397757;9,355469298;21,16992101;0,9;165777672,1;0;782,7847839;785,1852918;0,909008046;1041,601772;3169,005606;80,39031585;0,97107736;0,970962083;0,9;29,40520467;0,864344096;0,157547009;0,107784112;1,263403533;1041,601772;10250,0872;32,43266015;0,842987238;0,283466032;0,189138499;1,263403533;3169,005606;1943,167135;213451,9583;1041,601772;33,4888778;-26214,58397;-87,02942109;10067,49793;97,62137684;0,693540444;0,157547009;16,24518905;714,4450035;0,024292327;-1;1;870,9492937;0,022207402;24386,50868;2623154,413;262,8564301;0,017927623;8979,814382;0,183268694;10250,0872;1943,167135;1098125,248;1342690,459;227842,4916;213451,9583;0,693540444;1,920521586;3160;15,49158188;0,12195126;196,0898401;1,012542691;17,05488338;178574,9251;175930,2498;10315,5352
13;climb_4;306,3250094;2290,173699;0,279428475;92,6;76680,45922;0,977534487;273,2692201;0,784626582;0,045875764;0,075595522;0,152762217;18199,0024;0,199101942;9,355271456;21,16027202;0,9;165205864;0;782,289553;784,7004132;0,905872653;1041,601772;3169,005606;80,79627739;0,97107736;0,970962083;0,9;29,4115728;0,86434832;0,157865778;0,108002722;1,263403533;1041,601772;10109,77448;32,53398815;0,841915894;0,287983146;0,191908271;1,263403533;3169,005606;1940,697585;213451,9583;1041,601772;33,51346456;-26217,23321;-87,02942109;9929,636137;97,63124244;0,694829816;0,157865778;16,04409788;713,3439853;0,024319327;-1;1;860,7505298;0,022252069;24100,94413;2593079,51;263,0594109;0,017236365;8979,814382;0,180630135;10109,77448;1940,697585;1083087,796;1327424,011;227842,4916;213451,9583;0,694829816;1,916323744;3160;15,37538157;0,13030342;209,8480967;1,079732146;17,10329176;178532,2135;175883,7841;10283,62181
14;climb_4;349,8142734;2595,058894;0,280446445;92,6;73804,64773;0,947740961;271,2889851;0,808831821;0,047057567;0,078873562;0,153240278;18190,44089;0,194637578;9,354882142;21,14128467;0,9;164062055,9;0;781,3091157;783,7391403;0,899600815;1041,601772;3169,005606;81,55616258;0,97107736;0,970962083;0,9;29,42217839;0,864356352;0,158416902;0,108380776;1,263403533;1041,601772;9835,956265;32,7360987;0,839742511;0,297036287;0,197430189;1,263403533;3169,005606;1935,687726;213451,9583;1041,601772;33,56186634;-26222,19211;-87,02942109;9660,607099;97,64970904;0,69736111;0,158416902;15,65192331;711,1946432;0,024371638;-1;1;840,8341805;0,022342531;23543,28798;2534390,135;263,4393535;0,015825877;8979,814382;0,175714787;9835,956265;1935,687726;1053743,109;1297632,45;227842,4916;213451,9583;0,69736111;1,908312429;3160;15,14661335;0,146675896;236,9024675;1,210395551;17,18813506;178448,2251;175783,6895;10227,03678
15;climb_4;371,5589054;2743,2;0,280945065;92,6;72439,29491;0,93351885;270,3268742;0,820914003;0,047659186;0,080512166;0,153415478;18186,23262;0,192427252;9,354690647;21,13194521;0,9;163490061,3;0;780,8238333;783,2627293;0,896464399;1041,601772;3169,005606;81,91202593;0,97107736;0,970962083;0,9;29,42343734;0,864364945;0,158529786;0,108459084;1,263403533;1041,601772;9695,35473;32,83664831;0,838644423;0,30156162;0,200175925;1,263403533;3169,005606;1933,156528;213451,9583;1041,601772;33,58569923;-26224,51442;-87,02942109;9522,417452;97,65835717;0,698600985;0,158529786;15,45515706;710,1185116;0,024396314;-1;1;830,6103839;0,022391159;23257,02252;2504243,709;263,6172852;0,015226456;8979,814382;0,173435797;9695,35473;1933,156528;1038669,896;1282329,696;227842,4916;213451,9583;0,698600985;1,904298824;3160;15,03089766;0,154698152;250,2005841;1,273893805;17,2246754;178406,942;175732,2425;10202,35438
16;climb_5;371,5589054;2743,2;0,289685578;95,48088889;72439,29491;0,93351885;270,3268742;0,773235539;0,04542587;0,073948719;0,142949685;18186,23262;0,192659968;9,354690647;21,13194521;0,9;163490061,3;0;780,8237457;783,2627293;0,896464399;1041,601772;3169,005606;81,91503788;0,97107736;0,970962083;0,9;30,01262119;0,866941058;0,158953903;0,105782351;1,30270942;1041,601772;9456,076685;33,2948908;0,844156877;0,30156162;0,195412201;1,30270942;3169,005606;1887,151874;213451,9583;1041,601772;33,58572817;-26224,53407;-87,02942109;9547,892914;97,65843037;0,698600985;0,158953903;15,47900516;710,3851125;0,024387546;-1;1;810,2329884;0,021783558;22686,45712;2509801,246;263,6187911;0,015383208;8979,814382;0,173971903;9456,076685;1887,151874;1041448,665;1285150,781;227842,4916;213451,9583;0,698600985;1,902231301;3160;15,04994896;0,154698152;250,2005841;1,273893805;17,02192041;178406,942;175985,3545;10338,74852
17;climb_5;395,7384666;2900,700381;0,290235185;95,48088889;71010,25528;0,918578603;269,304028;0,785584197;0,046022159;0,075621143;0,143130976;18181,60203;0,190313792;9,354479832;21,12166348;0,9;162853948;0;780,2879339;782,7362638;0,892976401;1041,601772;3169,005606;82,29315221;0,97107736;0,970962083;0,9;30,01276374;0,866944386;0,159030313;0,105833607;1,30270942;1041,601772;9309,248049;33,39989203;0,84303053;0,306466377;0,198325512;1,30270942;3169,005606;1884,633875;213451,9583;1041,601772;33,6119533;-26227,00159;-87,02942109;9399,602527;97,66761924;0,699926409;0,159030313;15,2689131;709,2414661;0,024414003;-1;1;799,5653403;0,02183589;22387,76385;2477451,318;263,8078483;0,014699625;8979,814382;0,171644317;9309,248049;1884,633875;1025273,701;1268729,497;227842,4916;213451,9583;0,699926409;1,897824253;3160;14,92597979;0,163496563;264,8332484;1,343293675;17,06969472;178361,5159;175934,3709;10306,82585
18;climb_5;444,097589;3205,381159;0,291307249;95,48088889;68310,79171;0,890198856;267,3254997;0,810190197;0,047234513;0,078955566;0,143547845;18172,50942;0,185797097;9,354065564;21,10145906;0,9;161581523,4;0;779,2281534;781,6936918;0,88599932;1041,601772;3169,005606;82,99884199;0,97107736;0,970962083;0,9;30,01124641;0,86694995;0,159104929;0,105883943;1,30270942;1041,601772;9025,927001;33,60805947;0,840762689;0,316236597;0,20409765;1,30270942;3169,005606;1879,564011;213451,9583;1041,601772;33,66357684;-26231,60682;-87,02942109;9113,473104;97,68476879;0,70251178;0,159104929;14,87498063;707,0529376;0,024467815;-1;1;778,965929;0,02194123;21810,98202;2415031,45;264,1606932;0,013549865;8979,814382;0,167269274;9025,927001;1879,564011;994063,7668;1237044,285;227842,4916;213451,9583;0,70251178;1,89042517;3160;14,68985353;0,18071745;293,5659062;1,477930462;17,15250435;178272,3174;175839,178;10251,51631
19;climb_5;468,2771502;3352,8;0,291830209;95,48088889;67034,92642;0,876711612;266,3682628;0,822441635;0,047850105;0,080615975;0,1438273;18168,04265;0,183686057;9,353861901;21,09152617;0,9;160945217,5;0;778,7040967;781,1775602;0,882510267;1041,601772;3169,005606;83,32849757;0,97107736;0,970962083;0,9;30,01138794;0,866951355;0,159178263;0,105932918;1,30270942;1041,601772;8893,288364;33,71122758;0,839622826;0,321101549;0,206956506;1,30270942;3169,005606;1877,015794;213451,9583;1041,601772;33,68899459;-26233,7581;-87,02942109;8979,533403;97,69278002;0,703772942;0,159178263;14,6906085;705,9941567;0,024494228;-1;1;769,3096969;0,021992463;21540,60832;2385812,161;264,325521;0,013035849;8979,814382;0,16525925;8893,288364;1877,015794;979454,1221;1222212,159;227842,4916;213451,9583;0,703772942;1,887638798;3160;14,5771316;0,189155103;307,680907;1,543294001;17,18787509;178228,4984;175793,7683;10227,77786
20;climb_6;468,2771502;3352,8;0,300949903;98,46466667;67034,92642;0,876711612;266,3682628;0,774385411;0,045579827;0,073973281;0,133464075;18168,04265;0,183892742;9,353861901;21,09152617;0,9;160945217,5;0;778,7040214;781,1775602;0,882510267;1041,601772;3169,005606;83,33109689;0,97107736;0,970962083;0,9;30,61695777;0,869098189;0,159602346;0,103251555;1,34341909;1041,601772;8668,182356;34,17349556;0,845082615;0,321101549;0,201990085;1,34341909;3169,005606;1831,972273;213451,9583;1041,601772;33,68901963;-26233,77506;-87,02942109;9003,456716;97,69284319;0,703772942;0,159602346;14,71346106;706,2757081;0,024485225;-1;1;750,0132454;0,021383859;21000,30926;2391031,093;264,3268207;0,013190168;8979,814382;0,16575277;8668,182356;1831,972273;982063,5882;1224861,363;227842,4916;213451,9583;0,703772942;1,88502577;3160;14,59678252;0,189155103;307,680907;1,543294001;16,98965236;178228,4984;176028,6968;10360,93576
21;climb_6;495,4724529;3510,291819;0,301529249;98,46466667;65693,33531;0,862476778;265,3456679;0,786902712;0,046189422;0,075664434;0,133873588;18163,07026;0,181799309;9,353635068;21,08046319;0,9;160229479,2;0;778,1191863;780,6011395;0,878585662;1041,601772;3169,005606;83,68477613;0,97107736;0,970962083;0,9;30,62071692;0,869094004;0,159841912;0,103406039;1,34341909;1041,601772;8540,199074;34,28172741;0,843908776;0,326401201;0,205038651;1,34341909;3169,005606;1829,42762;213451,9583;1041,601772;33,71730652;-26236,08312;-87,02942109;8870,565924;97,70143824;0,705127746;0,159841912;14,52429454;705,1322947;0,024512868;-1;1;740,689794;0,021434406;20739,25339;2362040,626;264,5036603;0,012571877;8979,814382;0,163661615;8540,199074;1829,42762;967568,3546;1210145,39;227842,4916;213451,9583;0,705127746;1,883266558;3160;14,47847026;0,198523662;323,3936424;1,615579944;17,03642689;178179,7193;175969,7449;10329,02885
22;climb_6;549,8630583;3815,068914;0,302659881;98,46466667;63159,02001;0,835434303;263,3668926;0,811841996;0,047428923;0,07903578;0,134711183;18153,2934;0,177729057;9,353188698;21,05869315;0,9;158797794,3;0;776,9638413;779,4612008;0,87073531;1041,601772;3169,005606;84,34325746;0,97107736;0,970962083;0,9;30,62574751;0,869081829;0,160210108;0,103642784;1,34341909;1041,601772;8291,365332;34,49648165;0,84154631;0,3369666;0,21108305;1,34341909;3169,005606;1824,306262;213451,9583;1041,601772;33,77297484;-26240,38027;-87,02942109;8612,227007;97,71744054;0,707771735;0,160210108;14,1573736;702,9231621;0,024565808;-1;1;722,5500908;0,021536688;20231,34319;2305683,329;264,8329009;0,011798741;8979,814382;0,159796999;8291,365332;1824,306262;939389,7059;1181537,625;227842,4916;213451,9583;0,707771735;1,879724054;3160;14,24750266;0,216919017;354,2885147;1,756003208;17,11702356;178083,8083;175854,4524;10273,65837
23;climb_6;577,058361;3962,4;0,303210976;98,46466667;61962,71662;0,822597704;262,4104086;0,824246811;0,048057919;0,080713773;0,135135285;18148,48706;0,175745596;9,352969084;21,04798229;0,9;158081853,8;0;776,3932259;778,8976446;0,866809596;1041,601772;3169,005606;84,65029525;0,97107736;0,970962083;0,9;30,62692138;0,869074036;0,160334327;0,103722213;1,34341909;1041,601772;8170,223657;34,60286672;0,840360817;0,342224948;0,214074996;1,34341909;3169,005606;1821,736347;213451,9583;1041,601772;33,80037727;-26242,38395;-87,02942109;8486,473454;97,72490212;0,709060473;0,160334327;13,97936943;701,8578335;0,024590992;-1;1;713,7135228;0,021588531;19983,92001;2278249,868;264,9864198;0,011524292;8979,814382;0,158037263;8170,223657;1821,736347;925672,9759;1167612,01;227842,4916;213451,9583;0,709060473;1,877870696;3160;14,13485512;0,2259492;369,4765713;1,824210644;17,15111325;178036,658;175798,1581;10249,95611
24;climb_7;577,058361;3962,4;0,31287444;101,6027778;61962,71662;0,822597704;262,4104086;0,775062977;0,045716839;0,073888562;0,124740201;18148,48706;0,175984997;9,352969084;21,04798229;0,9;158081853,8;0;776,3931628;778,8976446;0,866809596;1041,601772;3169,005606;84,65248374;0,97107736;0,970962083;0,9;31,25911045;0,870825375;0,160826372;0,101030304;1,386234432;1041,601772;7958,18133;35,07571629;0,845860098;0,342224948;0,208820688;1,386234432;3169,005606;1777,02321;213451,9583;1041,601772;33,80039842;-26242,39823;-87,02942109;8512,517317;97,72495531;0,709060473;0,160826372;14,0040907;702,1542549;0,024581769;-1;1;695,373793;0,020969436;19470,40908;2283931,404;264,9875141;0,011616986;8979,814382;0,158586594;7958,18133;1777,02321;928513,7437;1170496,039;227842,4916;213451,9583;0,709060473;1,875066314;3160;14,15622765;0,2259492;369,4765713;1,824210644;16,95355582;178036,658;176012,848;10382,06084
25;climb_7;608,0975062;4120,734549;0,313489016;101,6027778;60697,64998;0,808971843;261,3825385;0,787827766;0,046343395;0,075610793;0,125203679;18143,05752;0,173857764;9,352720856;21,03587585;0,9;157264645,1;0;775,7475654;778,2596259;0,862328599;1041,601772;3169,005606;84,9863618;0,97107736;0,970962083;0,9;31,26005866;0,870809597;0,160952414;0,101107651;1,386234432;1041,601772;7832,350322;35,18791214;0,844633955;0,34798919;0,212030144;1,386234432;3169,005606;1774,447271;213451,9583;1041,601772;33,83133668;-26244,57707;-87,02942109;8378,073207;97,73306915;0,710453272;0,160952414;13,81950483;701,0137942;0,024610013;-1;1;686,2018413;0,021024911;19213,59519;2254602,077;265,1544531;0,011326722;8979,814382;0,156706422;7832,350322;1774,447271;913849,0799;1155608,055;227842,4916;213451,9583;0,710453272;1,873835038;3160;14,0375736;0,236125454;386,6339036;1,90075013;16,99978523;177983,3943;175948,097;10350,01881
26;climb_7;670,1757966;4425,492152;0,314682111;101,6027778;58321,72337;0,783233637;259,4042687;0,813140977;0,04761214;0,079028541;0,126118404;18132,39422;0,169719015;9,352232915;21,01207837;0,9;155630003,6;0;774,474219;777,0000808;0,853365376;1041,601772;3169,005606;85,60698816;0,97107736;0,970962083;0,9;31,25836366;0,87077005;0,161036993;0,101156188;1,386234432;1041,601772;7586,797003;35,40945279;0,84218079;0,359424625;0,218361706;1,386234432;3169,005606;1769,293545;213451,9583;1041,601772;33,89218974;-26248,62718;-87,02942109;8115,779412;97,74815151;0,713157158;0,161036993;13,46398698;698,7736538;0,024663098;-1;1;668,2941426;0,021137998;18712,1811;2197382,012;265,4647663;0,010802802;8979,814382;0,153201833;7586,797003;1769,293545;885239,0478;1126562,337;227842,4916;213451,9583;0,713157158;1,872347568;3160;13,80569733;0,256098653;420,3299512;2,049198963;17,07843802;177878,7873;175823,5575;10295,06078
