mission_phase;B_Fuel_kW;B_Eng_Air_kW;B_Electric_Input_kW;W_Bat_Power_out_kW;W_Electric_Motor_in_kW;W_Mec_Engine_out_kW;W_Mec_Hydraulic_Electric_MT_kW;W_Mec_Motor_out_kW;B_Thrust_kW;B_Eng_Gases_kW;B_Bleed_MT_kW;B_Bat_Heat_kW;B_Inverter_Heat_kW;B_Motor_Heat_kW;B_Prop_Air_kW;B_Dest_Engine_kW;B_Dest_Bat_kW;B_Dest_Inverter_kW;B_Dest_Motor_kW;B_Dest_Prop_kW;P_dissipada_Bat_kW;P_loss_Inv_kW;T0_env_K;I_bat_A;Voc_bat_V;Vload_bat_V;eta_ex_engine;eta_ex_bat;eta_ex_inverter;eta_ex_motor;eta_ex_prop;eta_ex_global
reserve_descent_6;4072,897174;99,910049;0;0;0;237,227826;29,828;0;140,670558;1011,438556;1,342488;0;0;0;0;2892,970354;0;0;0;142,336696;0;0;553,376716;0;0;0;0,063999;0;0;0;0,592977;0,033711
reserve_descent_6;4118,877736;100,891775;0;0;0;237,037703;29,828;0;140,274768;1020,988041;1,29934;0;0;0;0;2930,616426;0;0;0;142,222622;0;0;554,619857;0;0;0;0,063242;0;0;0;0,591783;0,033242
reserve_descent_6;4250,986614;103,831346;0;0;0;247,876612;29,828;0;146,275667;1049,928916;1,21344;0;0;0;0;3025,970992;0;0;0;148,725967;0;0;557,094516;0;0;0;0,06377;0;0;0;0,590115;0,033589
reserve_descent_6;4316,70417;105,288375;0;0;0;252,005503;29,828;0;148,459619;1064,24262;1,170603;0;0;0;0;3074,745818;0;0;0;151,203302;0;0;558,328413;0;0;0;0,063735;0;0;0;0,589113;0,033573
reserve_descent_7;5298,089832;66,718;0;0;0;556,467273;29,828;0;520,853212;1247,532004;1,170166;0;0;0;0;3529,810388;0;0;0;105,728782;0;0;558,328413;0;0;0;0,109285;0;0;0;0,936;0,097087
reserve_descent_7;5329,563416;67,057881;0;0;0;555,472975;29,828;0;520,002967;1253,601047;1,144377;0;0;0;0;3556,574898;0;0;0;105,539865;0;0;559,07127;0;0;0;0,108457;0;0;0;0,936144;0,096357
reserve_descent_7;5392,409692;67,735256;0;0;0;553,558075;29,828;0;518,726269;1265,675764;1,092789;0;0;0;0;3609,990319;0;0;0;105,176034;0;0;560,557063;0;0;0;0,106844;0;0;0;0,937077;0,095002
reserve_descent_7;5427,684229;68,121728;0;0;0;553,054718;29,828;0;518,297325;1272,59734;1,066992;0;0;0;0;3639,258907;0;0;0;105,080396;0;0;561,3;0;0;0;0,10606;0;0;0;0,937154;0,094308
hold;8803,280842;334,177353;0;0;0;2131,146963;29,828;0;2163,374447;3394,073386;2,241155;0;0;0;0;3580,168691;0;0;0;362,294984;0;0;527,64697;0;0;0;0,236496;0;0;0;1;0,236759
hold;8784,232689;333,454275;0;0;0;2125,578748;29,828;0;2157,331941;3386,7203;2,241155;0;0;0;0;3573,318761;0;0;0;361,348387;0;0;527,64697;0;0;0;0,236398;0;0;0;1;0,23661
hold;8746,674;332,028526;0;0;0;2114,60436;29,828;0;2145,422775;3372,221661;2,241155;0;0;0;0;3559,80735;0;0;0;359,482741;0;0;527,64697;0;0;0;0,236205;0;0;0;1;0,236314
hold;8728,16118;331,32577;0;0;0;2109,197429;29,828;0;2139,55529;3365,075227;2,241155;0;0;0;0;3553,145139;0;0;0;358,563563;0;0;527,64697;0;0;0;0,236109;0;0;0;1;0,236167
