segment;time;altitude_m;mach_number;velocity_m_s;pressure_Pa;temperature_C;mdot_fuel_kg_s;mdot_air_kg_s;AFR_esteq;AFR_real_adjusted;excesso_ar;phi;B_Fuel_kW;B_Air_kW;W_Mec_Engine_kW;W_Mec_Hydraulic_kW;W_Electric_kW_aux_engine;W_Aux_Engine_kW;mdot_bleed_kg_s;P_bleed_Pa;T_estag_bleed_K;P_estag_bleed_Pa;T_bleed_K;B_Bleed_kW;B_Perda_Dest_Engine_kW;P_mec_MTRB_kW;eta_emotor_MTRB;W_Entrada_CT_kW;W_Gearbox_out_kW;B_Perda_Dest_Gearbox_kW;W_Prop_SysTermico_in_kW;thrust_turboprop_N;B_Thrust_Engine_kW;B_Perda_Dest_Prop_SysTermico_kW;B_Quim_Bat_kW;W_Bat_Power_kW;Q_Bat_Heat_kW;B_Bat_Heat_kW;B_Dest_Bat_kW;Ex_inverter_in_kW;Ex_inverter_out_kW;Q_heat_inverter_kW;B_Inverter_Heat_kW;B_Dest_Inverter_kW;eta_ex_inverter;W_El_MTRB_in_kW;W_El_MTRB_out_kW;P_loss_Motor_MTRB_kW;B_Motor_MTRB_Heat_kW;B_Dest_Motor_MTRB_kW;W_El_WTP_in_kW;P_mec_WTPmotor_kW;P_loss_Motor_WTP_kW;B_Motor_WTP_Heat_kW;B_Dest_Motor_WTP_kW;B_Thrust_Motor_WTP_kW;B_Perda_Dest_WTP_kW;B_Thrust_Total_kW;eta_ex_engine;eta_ex_gearbox;eta_ex_prop_SysTermico;eta_ex_motor_MTRB;eta_ex_motor_WTP;eta_ex_prop_WTP;eta_ex_total
reserve_climb_2;3781,462647;1219,2;0,25600899;85,91222222;87513,02812;280,2267163;0,261287099;13,33097444;13,39410029;51,02040816;2,809170236;0,267882006;11933,76567;61,26228948;2809,03175;14,914;14,914;29,828;0,10394825;172369,7;959,6770274;13,73908525;14227,41458;1339,494228;7816,673985;0;0,9;2809,03175;2752,851115;56,180635;2752,851115;32434,84898;2786,549953;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2786,549953;0,278936046;0,98;0,686125477;0,971240309;0,971309407;0,766323959;0,229666235
reserve_climb_3;3781,462647;1219,2;0,265206918;88,99888889;87513,02812;280,2267163;0,261527049;13,34321679;13,39410029;51,02040816;2,809170236;0,267882006;11944,72491;54,11540151;2815,211377;14,914;14,914;29,828;0,10394825;172369,7;959,909735;13,7580943;14225,24395;1339,272219;7814,528714;0;0,9;2815,211377;2758,907149;56,30422754;2758,907149;31467,62676;2800,583818;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2800,583818;0,279048815;0,98;0,689599678;0,971240309;0,971309407;0,766323959;0,230707253
reserve_climb_3;3805,266051;1457,237297;0,26594181;88,99888889;85004,12036;278,6801236;0,256443521;13,08385311;13,39410029;51,02040816;2,809170236;0,267882006;11712,54493;84,26908276;2763,236176;14,914;14,914;29,828;0,10394825;172369,7;957,9626056;13,47326024;14281,49803;1345,026041;7658,723801;0;0,9;2763,236176;2707,971452;55,26472352;2707,971452;30910,2118;2750,974506;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2750,974506;0,28105777;0,98;0,685974316;0,971240309;0,971309407;0,766323959;0,232940917
reserve_climb_3;3852,87286;1912,524093;0,267364444;88,99888889;80368,1358;275,7223241;0,247754441;12,6405327;13,39410029;51,02040816;2,809170236;0,267882006;11315,68858;139,2344411;2673,063576;14,914;14,914;29,828;0,10394825;172369,7;954,6466616;12,96413919;14389,56231;1356,080504;7395,950945;0;0,9;2673,063576;2619,602304;53,46127152;2619,602304;29945,22323;2665,091595;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2665,091595;0,284895719;0,98;0,679164783;0,971240309;0,971309407;0,766323959;0,236847082
reserve_climb_3;3876,676264;2133,6;0,268063451;88,99888889;78192,31283;274,2862429;0,245096962;12,50494704;13,39410029;51,02040816;2,809170236;0,267882006;11194,31355;165,5907539;2649,168076;14,914;14,914;29,828;0,10394825;172369,7;953,8252518;12,77293325;14438,34677;1361,0715;7319,836723;0;0,9;2649,168076;2596,184714;52,98336152;2596,184714;29709,27711;2644,092653;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2644,092653;0,286836333;0,98;0,675756565;0,971240309;0,971309407;0,766323959;0,238395963
reserve_climb_4;3876,676264;2133,6;0,278909949;92,6;78192,31283;274,2862429;0,245399969;12,52040658;13,39410029;51,02040816;2,809170236;0,267882006;11208,15278;157,6085509;2656,455294;14,914;14,914;29,828;0,10394825;172369,7;954,1076223;12,79571089;14435,27091;1360,756807;7318,721234;0;0,9;2656,455294;2603,326188;53,12910588;2603,326188;28728,36204;2660,246325;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2660,246325;0,286971357;0,98;0,679187888;0,971240309;0,971309407;0,766323959;0,239606493
reserve_climb_4;3894,169241;2290,661952;0,279430096;92,6;76675,78214;273,2660488;0,242188573;12,35655985;13,39410029;51,02040816;2,809170236;0,267882006;11061,47869;175,1266456;2622,184661;14,914;14,914;29,828;0,10394825;172369,7;952,8209022;12,61792321;14473,54791;1364,673047;7219,919632;0;0,9;2622,184661;2569,740968;52,44369322;2569,740968;28373,26432;2627,364276;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2627,364276;0,288373673;0,98;0,67671847;0,971240309;0,971309407;0,766323959;0,241125299
reserve_climb_4;3929,155196;2595,319442;0,280447319;92,6;73802,22815;271,2872929;0,236075884;12,04468796;13,39410029;51,02040816;2,809170236;0,267882006;10782,29385;207,7983421;2555,714509;14,914;14,914;29,828;0,10394825;172369,7;950,3728541;12,27585327;14550,17077;1372,513226;7032,036457;0;0,9;2555,714509;2504,600219;51,11429018;2504,600219;27688,77503;2563,980568;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2563,980568;0,291225153;0,98;0,671753219;0,971240309;0,971309407;0,766323959;0,244099774
reserve_climb_4;3946,648173;2743,2;0,280945065;92,6;72439,29491;270,3268742;0,233254435;11,90073648;13,39410029;51,02040816;2,809170236;0,267882006;10653,42981;223,1369119;2525,281482;14,914;14,914;29,828;0,10394825;172369,7;949,2259481;12,11515669;14587,42759;1376,325718;6945,131522;0;0,9;2525,281482;2474,775852;50,50562964;2474,775852;27373,87842;2534,821142;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2534,821142;0,29265706;0,98;0,669127574;0,971240309;0,971309407;0,766323959;0,245536292
reserve_climb_5;3946,648173;2743,2;0,289685578;95,48088889;72439,29491;270,3268742;0,233448682;11,91064704;13,39410029;51,02040816;2,809170236;0,267882006;10662,30165;216,869798;2530,314893;14,914;14,914;29,828;0,10394825;172369,7;949,4342221;12,13113934;14585,13341;1376,090948;6942,93761;0;0,9;2530,314893;2479,708595;50,60629786;2479,708595;26670,98739;2546,569584;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2546,569584;0,292747878;0,98;0,671425787;0,971240309;0,971309407;0,766323959;0,246507863
reserve_climb_5;3965,878779;2899,880432;0,290232316;95,48088889;71017,63512;269,3093529;0,230733628;11,77212388;13,39410029;51,02040816;2,809170236;0,267882006;10538,29699;233,0495363;2501,027459;14,914;14,914;29,828;0,10394825;172369,7;948,3161192;11,97054594;14623,53155;1380,020432;6860,470637;0;0,9;2501,027459;2451,00691;50,02054918;2451,00691;26379,56983;2518,744776;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2518,744776;0,294288804;0,98;0,668551283;0,971240309;0,971309407;0,766323959;0,247926285
reserve_climb_5;4004,339992;3204,641931;0,291304634;95,48088889;68317,23884;267,3302999;0,225441355;11,50210995;13,39410029;51,02040816;2,809170236;0,267882006;10296,58301;263,315446;2444,06512;14,914;14,914;29,828;0,10394825;172369,7;946,1299898;11,66189492;14699,1196;1387,756381;6698,248952;0;0,9;2444,06512;2395,183818;48,8813024;2395,183818;25813,96145;2464,739985;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2464,739985;0,297375763;0,98;0,662816363;0,971240309;0,971309407;0,766323959;0,250847888
reserve_climb_5;4073,570599;3352,8;0,291830209;95,48088889;67034,92642;266,3682628;0,222923476;11,37364673;13,39410029;51,02040816;2,809170236;0,267882006;10181,58392;277,5259364;2416,375665;14,914;14,914;29,828;0,10394825;172369,7;945,1173892;11,51421594;14736,95057;1391,628447;6621,277744;0;0,9;2416,375665;2368,048152;48,3275133;2368,048152;25540,7877;2438,657113;0;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0,95;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;2438,657113;0,298873837;0,98;0,660041925;0,971240309;0,971309407;0,766323959;0,252267121
reserve_cruise;4073,570599;3352,8;0,295603876;96,71555556;67034,92642;266,3682628;0,138077973;7,044794541;13,39410029;51,02040816;2,809170236;0,267882006;6306,435261;170,2270103;1178,01969;14,914;14,914;29,828;0,10394825;172369,7;891,6577095;8,280617879;15276,58289;1446,882602;3821,931979;0;0,9;1178,01969;1154,459296;23,5603938;1154,459296;11693,62254;1130,9552;23,50409573;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;1130,9552;0,385903195;0,98;0,440802525;0,971240309;0,971309407;0,766323959;0,285824947
reserve_cruise;4283,462286;3352,8;0,295603876;96,71555556;67034,92642;266,3682628;0,137971554;7,039365;13,39410029;51,02040816;2,809170236;0,267882006;6301,574786;170,0958135;1176,421428;14,914;14,914;29,828;0,10394825;172369,7;891,5816641;8,276335865;15277,53764;1446,980397;3818,440775;0;0,9;1176,421428;1152,892999;23,52842856;1152,892999;11677,90978;1129,435532;23,45746729;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;1129,435532;0,386036061;0,98;0,440375881;0,971240309;0,971309407;0,766323959;0,285915789
reserve_cruise;4728,245662;3352,8;0,295603876;96,71555556;67034,92642;266,3682628;0,13775914;7,028527551;13,39410029;51,02040816;2,809170236;0,267882006;6291,873201;169,8339426;1173,235618;14,914;14,914;29,828;0,10394825;172369,7;891,430083;8,267800538;15279,44408;1447,175672;3811,467854;0;0,9;1173,235618;1149,770906;23,46471236;1149,770906;11646,5896;1126,406384;23,3645221;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;1126,406384;0,386301899;0,98;0,439523238;0,971240309;0,971309407;0,766323959;0,286098181
reserve_cruise;5013,137349;3352,8;0,295603876;96,71555556;67034,92642;266,3682628;0,137653145;7,023119643;13,39410029;51,02040816;2,809170236;0,267882006;6287,032092;169,7032685;1171,648056;14,914;14,914;29,828;0,10394825;172369,7;891,3545467;8,263547188;15280,39576;1447,273152;3807,986152;0;0,9;1171,648056;1148,215095;23,43296112;1148,215095;11630,98202;1124,896888;23,31820711;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;1124,896888;0,38643487;0,98;0,439097241;0,971240309;0,971309407;0,766323959;0,28618973
reserve_descent_3;5013,137349;3352,8;0,291830209;95,48088889;67034,92642;266,3682628;0,072677972;7,416119592;13,39410029;102,0408163;6,618340472;0,133941003;3319,421015;180,9591578;172,8702892;14,914;14,914;29,828;0,10394825;172369,7;817,8136009;5,007600567;16176,77063;1539,140073;1758,541811;0;0,9;172,8702892;169,4128834;3,457405784;169,4128834;1146,361593;109,4556239;59,95725953;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;109,4556239;0,57680199;0,98;0,378925378;0,971240309;0,971309407;0,766323959;0,594897544
reserve_descent_3;5048,537349;3199,725529;0,291287242;95,48088889;68360,12944;267,3622244;0,07333123;7,482778571;13,39410029;102,0408163;6,618340472;0,133941003;3349,257268;170,9275158;172,7139495;14,914;14,914;29,828;0,10394825;172369,7;818,5108097;5,064847525;16138,06401;1535,171086;1782,471749;0;0,9;172,7139495;169,2596705;3,45427899;169,2596705;1143,058387;109,1402308;60,11943967;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;109,1402308;0,572194194;0,98;0,387615117;0,971240309;0,971309407;0,766323959;0,590982794
reserve_descent_3;5083,937349;2895,259095;0,290216146;95,48088889;71059,24047;269,3393643;0,075821173;7,736854388;13,39410029;102,0408163;6,618340472;0,133941003;3462,980434;152,8016401;184,8205182;14,914;14,914;29,828;0,10394825;172369,7;821,3654244;5,230811311;16045,84772;1525,715927;1875,41763;0;0,9;184,8205182;181,1241078;3,696410364;181,1241078;1203,206146;114,8831923;66,2409155;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;114,8831923;0,560224339;0,98;0,390309255;0,971240309;0,971309407;0,766323959;0,577382245
reserve_descent_3;5119,337349;2743,2;0,289685578;95,48088889;72439,29491;270,3268742;0,076671734;7,823646327;13,39410029;102,0408163;6,618340472;0,133941003;3501,828107;142,4534362;184,8205182;14,914;14,914;29,828;0,10394825;172369,7;822,1601891;5,285635224;16013,59866;1522,409596;1907,223429;0;0,9;184,8205182;181,1241078;3,696410364;181,1241078;1201,63422;114,7331034;66,39100439;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;114,7331034;0,556333995;0,98;0,399479996;0,971240309;0,971309407;0,766323959;0,572820943
reserve_descent_4;5154,737349;2743,2;0,280945065;92,6;72439,29491;270,3268742;0,076753954;7,832036122;13,39410029;102,0408163;6,618340472;0,133941003;3505,583341;146,8494288;184,8205182;14,914;14,914;29,828;0,10394825;172369,7;822,072784;5,284761173;16012,65282;1522,312625;1915,471626;0;0,9;184,8205182;181,1241078;3,696410364;181,1241078;1243,937921;115,1886515;65,93545635;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;115,1886515;0,555516057;0,98;0,416935143;0,971240309;0,971309407;0,766323959;0,57189828
reserve_descent_4;5190,137349;2591,382872;0,280434105;92,6;73838,79187;271,3128598;0,077406393;7,898611531;13,39410029;102,0408163;6,618340472;0,133941003;3535,382187;135,9543846;184,8205182;14,914;14,914;29,828;0,10394825;172369,7;822,8307067;5,34616639;15974,60208;1518,411643;1938,27641;0;0,9;184,8205182;181,1241078;3,696410364;181,1241078;1249,055706;115,6625584;65,46154946;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;115,6625584;0,551752222;0,98;0,425153056;0,971240309;0,971309407;0,766323959;0,568614291
reserve_descent_4;5225,537349;2285,924371;0,279414364;92,6;76721,17423;273,2968209;0,079024848;8,06376;13,39410029;102,0408163;6,618340472;0,133941003;3609,301883;113,9001201;184,8205182;14,914;14,914;29,828;0,10394825;172369,7;824,3369619;5,462968731;15905,32501;1511,309777;1997,243708;0;0,9;184,8205182;181,1241078;3,696410364;181,1241078;1240,362727;114,8575885;66,26651932;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;114,8575885;0,544953924;0,98;0,438802738;0,971240309;0,971309407;0,766323959;0,560177201
reserve_descent_4;5260,937349;2133,6;0,278909949;92,6;78192,31283;274,2862429;0,080978907;8,263153776;13,39410029;102,0408163;6,618340472;0,133941003;3698,549619;104,0176838;197,9436506;14,914;14,914;29,828;0,10394825;172369,7;826,5070987;5,582349351;15849,00462;1505,536586;2069,259067;0;0,9;197,9436506;193,9847776;3,958873012;193,9847776;1308,088729;121,1290163;72,85576128;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;121,1290163;0,541717655;0,98;0,444743343;0,971240309;0,971309407;0,766323959;0,551025058
reserve_descent_5;5296,337349;2133,6;0,268063451;88,99888889;78192,31283;274,2862429;0,080847652;8,249760408;13,39410029;102,0408163;6,618340472;0,133941003;3692,55481;109,2434891;194,8205571;14,914;14,914;29,828;0,10394825;172369,7;826,0802115;5,565924654;15854,16042;1506,065071;2071,084671;0;0,9;194,8205571;190,924146;3,896411142;190,924146;1348,993814;120,0589506;70,86519539;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;120,0589506;0,540497417;0,98;0,462940465;0,971240309;0,971309407;0,766323959;0,55097072
reserve_descent_5;5331,737349;1903,860453;0,267337162;88,99888889;80454,39386;275,778604;0,083199676;8,489762857;13,39410029;102,0408163;6,618340472;0,133941003;3799,978802;92,77376826;210,1404787;14,914;14,914;29,828;0,10394825;172369,7;828,7986946;5,73319098;15772,33756;1497,678366;2155,105725;0;0,9;210,1404787;205,9376691;4,202809574;205,9376691;1431,35306;127,3888319;78,54883718;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;127,3888319;0,532511012;0,98;0,462665402;0,971240309;0,971309407;0,766323959;0,540522113
reserve_descent_5;5367,137349;1446,513503;0,265908572;88,99888889;85115,87725;278,7497965;0,086991624;8,876696327;13,39410029;102,0408163;6,618340472;0,133941003;3973,168443;56,21744512;226,9529205;14,914;14,914;29,828;0,10394825;172369,7;832,9157315;6,002857094;15643,89011;1484,514415;2288,090552;0;0,9;226,9529205;222,4138621;4,53905841;222,4138621;1520,773911;135,3471883;87,06667376;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;135,3471883;0,523322216;0,98;0,476135982;0,971240309;0,971309407;0,766323959;0,524814648
reserve_descent_5;5402,537349;1219,2;0,265206918;88,99888889;87513,02812;280,2267163;0,08915453;9,09740102;13,39410029;102,0408163;6,618340472;0,133941003;4071,954849;36,89586378;238,5685059;14,914;14,914;29,828;0,10394825;172369,7;835,2864484;6,151041384;15579,48972;1477,915122;2362,539084;0;0,9;238,5685059;233,7971358;4,771370118;233,7971358;1583,614402;140,9399222;92,85721357;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;140,9399222;0,519291611;0,98;0,481212037;0,971240309;0,971309407;0,766323959;0,51665163
reserve_descent_6;5437,937349;1219,2;0,25600899;85,91222222;87513,02812;280,2267163;0,089175162;9,099506327;13,39410029;102,0408163;6,618340472;0,133941003;4072,897174;41,81664238;237,2278262;14,914;14,914;29,828;0,10394825;172369,7;835,0580989;6,143015732;15581,04177;1478,07416;2369,583831;0;0,9;237,2278262;232,4832697;4,744556524;232,4832697;1637,375383;140,6705578;91,81271191;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;140,6705578;0,518174146;0,98;0,494076973;0,971240309;0,971309407;0,766323959;0,516053069
reserve_descent_6;5473,337349;1027,880141;0,255443019;85,91222222;89572,84651;281,4698568;0,090181896;9,202234286;13,39410029;102,0408163;6,618340472;0,133941003;4118,877736;24,67781635;237,0377026;14,914;14,914;29,828;0,10394825;172369,7;836,0262032;6,223272113;15541,3618;1474,008296;2402,681554;0;0,9;237,0377026;232,2969485;4,740754052;232,2969485;1632,768469;140,2747675;92,02218101;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;140,2747675;0,514422914;0,98;0,496605945;0,971240309;0,971309407;0,766323959;0,512187504
reserve_descent_6;5508,737349;647,0633086;0,254327453;85,91222222;93790,11938;283,9445156;0,09307439;9,497386735;13,39410029;102,0408163;6,618340472;0,133941003;4250,986614;10,62972801;247,8766121;14,914;14,914;29,828;0,10394825;172369,7;838,8829052;6,442097595;15441,24737;1463,750835;2520,160896;0;0,9;247,8766121;242,9190799;4,957532242;242,9190799;1702,617658;146,2756666;96,64341327;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;146,2756666;0,50569056;0,98;0,500876488;0,971240309;0,971309407;0,766323959;0,500196371
reserve_descent_6;5544,137349;457,2;0,25377665;85,91222222;95952,1631;285,1784132;0,094513261;9,644210306;13,39410029;102,0408163;6,618340472;0,133941003;4316,70417;29,03058463;252,0055029;14,914;14,914;29,828;0,10394825;172369,7;840,1317401;6,54575533;15393,86677;1458,896799;2605,004453;0;0,9;252,0055029;246,9653928;5,040110058;246,9653928;1728,038401;148,4596191;98,50577373;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;148,4596191;0,499716413;0,98;0,503318709;0,971240309;0,971309407;0,766323959;0,492133627
reserve_descent_7;5579,537349;457,2;0,182354479;61,73333333;95952,1631;285,1784132;0,116000478;11,83678347;13,39410029;102,0408163;6,618340472;0,133941003;5298,089832;6,621360913;556,4672734;14,914;14,914;29,828;0,10394825;172369,7;866,2580629;7,859473679;15064,41527;1425,153494;3293,262425;0;0,9;556,4672734;545,3379279;11,12934547;545,3379279;8437,147064;520,8532121;24,48471588;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;520,8532121;0,42112213;0,98;0,743983077;0,971240309;0,971309407;0,766323959;0,487867913
reserve_descent_7;5614,937349;342,9;0,182117436;61,73333333;97273,14245;285,92127;0,116689585;11,90710051;13,39410029;102,0408163;6,618340472;0,133941003;5329,563416;6,878368238;555,4729751;14,914;14,914;29,828;0,10394825;172369,7;866,6654527;7,915799088;15040,78103;1422,733377;3328,407432;0;0,9;555,4729751;544,3635156;11,1094595;544,3635156;8423,374193;520,0029668;24,36054878;45,15791978;44,86103728;0,288428383;0,013815825;0,283066672;47,22214451;44,86103728;2,361107225;0,309630847;2,051476378;0;355,630282;0;10,22781702;2,568835118;7,658981903;384,4631031;373,4326287;11,03047442;2,770431851;8,260042564;286,1703705;87,26225821;520,0029668;0,418865056;0,98;0,742146706;0,971240309;0,971309407;0,766323959;0,485040375
